,Sentence1,Sentence2,Sentence1_embedding,Sentence2_embedding
519,A family gathered,The family gathered.,[ 2.0989938 -1.647309   0.6948646 ... -1.8382536 -0.5319591  3.4862149],"[ 1.9995401  -1.7464623   1.314115   ... -0.52626973  0.06754404
  3.7069392 ]"
520,The reunion was joyous,Reunion was joyous.,"[ 1.2540238  -4.168555    0.56655294 ... -1.8763025  -0.32266346
  3.6105874 ]",[-1.6045027 -3.5883234  1.3454304 ... -2.187404   0.1219368  3.191275 ]
521,A celebration was held,The celebration was held.,"[-0.8564707  -3.5216866  -0.26012427 ... -0.448784   -2.6615667
  2.9268925 ]","[ 0.07342859 -2.499451    0.54060036 ...  0.03458947 -1.4808172
  3.254274  ]"
522,The event was memorable,Event was memorable.,"[-0.19942236 -2.1529174   0.34666634 ... -0.55123526 -1.999347
  3.0244825 ]","[-0.11468217 -1.3145716   1.5325866  ... -0.60107803  0.0663196
  2.4942396 ]"
523,A tradition was continued,The tradition was continued.,"[ 1.1922884   0.03574926  0.03137153 ... -0.48592952 -1.5427848
  1.2942063 ]","[ 1.2268587  -0.0756489   0.01963649 ... -1.0018489  -0.1598558
  1.798974  ]"
524,The custom was honored,A custom was honored.,"[ 0.79709476  0.10902801  0.19374783 ... -1.406306    1.6172075
  1.4410399 ]","[ 0.49372014  0.7888002   0.20465091 ... -1.3184978   1.9093025
  1.3071696 ]"
525,A heritage was preserved,The heritage was preserved.,"[-0.38271943  1.9043578   1.4471054  ... -1.730741   -0.29978698
  1.9485667 ]","[-1.2710619   1.4320832   0.8066653  ... -1.1101879   0.01405468
  1.7607756 ]"
526,The legacy was carried on,Legacy was carried on.,"[-0.8984243   1.9847534   0.26416463 ... -1.110217    0.65424144
  1.0782574 ]","[-2.8750675   1.0733225   0.05048369 ... -1.0768292   2.3668392
  0.9783103 ]"
527,A history was recorded,The history was recorded.,"[-0.777778    0.18911886  0.75271857 ... -1.7791071  -0.61872184
  2.906372  ]","[-1.3312161   0.26696342  0.35238633 ... -0.9989179  -0.5243908
  3.145764  ]"
528,The story was preserved,A story was preserved.,"[-0.05894801 -0.76988536  1.4561911  ...  0.40106153 -1.504838
  2.1186204 ]","[-1.3870847  -0.38667458  1.7466886  ...  0.20216575 -1.3027707
  1.9401486 ]"
529,A culture was celebrated,The culture was celebrated.,"[ 0.17148888  0.6986338   1.9942677  ... -1.025064   -2.4648786
  1.5985928 ]","[-0.3691298   0.4402012   1.692139   ... -0.44959792 -0.9190353
  1.9295104 ]"
530,The diversity was appreciated,Diversity was appreciated.,"[-1.6177728   0.30536228  1.1701075  ... -1.2933065  -1.0198755
  2.275728  ]","[-0.7537106  -0.56746846  1.6286519  ... -1.9156309  -0.4733472
  2.208026  ]"
531,A tradition was upheld,The tradition was upheld.,"[ 1.2352328   0.7996154   0.05027467 ... -0.703952   -1.6266822
  1.5016257 ]","[ 1.3612573   1.3969347  -0.07524119 ... -0.93749034  0.05733275
  2.4713058 ]"
532,The custom was respected,A custom was respected.,"[ 0.97567856  0.55604863 -0.05246267 ... -1.4544715   1.8663449
  1.2543154 ]","[ 0.595528    0.8814329   0.58285826 ... -1.3630234   2.6717987
  0.85174066]"
533,A community thrived,The community thrived.,"[ 2.456202   -1.2869091   0.3313164  ... -0.86819506 -1.6720405
  2.4704156 ]","[ 2.437324    0.65939635  1.4007976  ...  0.3188005  -0.3749566
  2.561522  ]"
534,The spirit was strong,Spirit was strong.,"[ 2.7854357   2.6208155   1.932327   ...  0.37325028 -2.984501
  0.8736273 ]","[ 0.2459191   3.1514282   1.6149955  ...  0.72251064 -0.93512344
  1.564243  ]"
535,A neighborhood united,The neighborhood united.,[ 1.5434433 -1.3805424  1.508339  ... -0.9015663 -2.9211903  4.343306 ],"[ 1.5472149  -0.5432863   1.5061202  ...  0.11017975 -1.8471788
  3.843065  ]"
536,The solidarity was impressive,Solidarity was impressive.,[ 1.6409649  2.6518998  1.9103069 ... -1.2033548 -2.3122733  1.1014409],[ 1.026983   1.0167927  1.7282108 ... -1.7096226 -1.5870156  2.1106334]
537,A city grew,The city grew.,[ 1.3238562 -0.866177   0.2727545 ... -1.3483125 -2.8533595  2.894805 ],"[ 0.7355218   0.4374795   1.1162782  ...  0.89815736 -2.2943635
  2.1424499 ]"
538,The population increased,Population increased.,[ 0.851268   1.4803071  2.5025454 ... -1.4782776 -2.955734   4.6716485],"[ 0.36409393  1.4912847   1.5361024  ... -0.5158751  -0.6058161
  2.8507502 ]"
539,A town developed,The town developed.,"[ 1.5900713  -3.0314815   1.4847759  ... -0.88690346 -3.8685076
  2.9284515 ]",[ 2.929723  -2.8349938  1.2606118 ...  0.5892233 -2.2933574  2.6571631]
540,The infrastructure improved,Infrastructure improved.,[ 2.5109556  2.4731348  1.3925773 ... -0.6617019 -1.3291068  2.1275377],"[ 1.4186121   4.7701344   1.4300823  ... -0.69616395  0.696479
  0.7466946 ]"
541,A village flourished,The village flourished.,"[ 1.6289203  -1.0179086   0.20026848 ... -1.0873665  -1.2190061
  2.818681  ]","[ 2.888123   -1.589824    1.0617534  ... -0.23620939  0.75127184
  2.7915902 ]"
542,The community prospered,A community prospered.,"[ 3.8965716  -0.28631532  1.6735743  ... -1.2142067  -0.5536349
  2.6376874 ]","[ 3.0322433  -0.4451987   1.8839155  ... -1.1882725  -0.45509538
  1.6872231 ]"
543,A country progressed,The country progressed.,"[ 1.6025754   0.5919907   0.5141942  ... -2.1420434  -0.34007955
  2.7528932 ]",[ 1.16418    0.6443829  1.1582426 ... -0.7321874  0.9890256  2.2374704]
544,The nation advanced,Nation advanced.,"[ 1.0565252   3.5079014   1.2839619  ... -0.21765108 -0.48204553
  3.4572861 ]","[ 0.7488425   6.3658986   1.5213889  ...  0.05368437 -1.059564
  3.488487  ]"
545,A world changed,The world changed.,"[-0.38458633  1.0516549   2.254979   ... -0.4867389  -0.37383294
  2.480445  ]","[-1.2651665   1.5060123   1.956644   ...  0.40578583 -0.20290571
  1.3712703 ]"
546,The future was uncertain,Future was uncertain.,"[-0.71909213  0.04324561  1.7131281  ... -0.4462266  -0.39259428
  1.8644521 ]","[ 0.19391984  0.66323316  1.9464287  ... -1.1884108   0.4411047
  2.3539922 ]"
547,A time passed,The time passed.,"[ 1.2641946  -0.8103678   1.6225296  ... -0.7656243   0.73405695
  2.8833532 ]","[ 0.39513177 -0.33327538  1.4122097  ...  0.40761817  1.6350464
  1.7162268 ]"
548,The era ended,An era ended.,"[ 1.2828867  -0.39235792  1.603695   ...  0.07044236  0.11374807
  1.6040603 ]","[-0.60673916  1.3922191   1.7117009  ... -0.00324776 -0.36764932
  1.7135279 ]"
549,A moment lingered,The moment lingered.,"[-0.6384102  -3.2321258  -0.96226734 ...  0.23115404 -1.1584191
  3.204341  ]","[-1.2789521  -1.5752472  -0.5256463  ...  1.8126647   0.10995512
  2.1906853 ]"
550,The memory remained,Memory remained.,"[-0.56021744  2.8577404   1.8032255  ... -1.1506735  -0.8076138
  2.6061223 ]","[ 0.01316277  3.308593    1.9171796  ... -0.08812398 -0.35545018
  1.827166  ]"
551,A feeling persisted,The feeling persisted.,"[ 1.4299012  -0.05118259 -0.20003939 ... -0.50013435 -0.11010364
  3.6555624 ]",[ 0.8207207  1.0839574  1.1425116 ... -0.482343   1.400135   1.982296 ]
552,The emotion was intense,Emotion was intense.,"[-1.6241497   3.1626341   2.2924247  ... -0.15602264 -0.9778886
  1.7090716 ]","[-1.7468367   1.4960022   3.06179    ... -0.41364628 -1.2118222
  2.6965244 ]"
553,A thought occurred,The thought occurred.,"[ 0.07182605  1.3944749  -1.686154   ... -0.3129526  -2.1280334
  1.9423841 ]","[ 0.69018865  1.8298358  -0.40786448 ...  0.72226465 -1.6248933
  2.1571167 ]"
554,The idea was brilliant,An idea was brilliant.,"[ 0.96393836  2.2201767   0.17332458 ... -0.7313178  -1.6150615
  1.5471073 ]","[-0.80777967  3.6652787   0.9855938  ... -0.55468434 -2.0679927
  1.4136256 ]"
555,A concept was formed,The concept was formed.,"[-0.33333993 -1.4365692   0.28960866 ... -0.90155435 -2.8167737
  2.9093127 ]","[-0.17480949  0.02351148  1.0883094  ... -0.9820255  -1.3701456
  1.5235956 ]"
556,The theory was sound,Theory was sound.,"[ 0.00535071  3.406397    1.1991128  ... -0.91575766 -1.2365658
  2.389596  ]","[-0.70585227  2.005539    1.9628637  ... -1.0203621   0.8061073
  1.6521642 ]"
557,A hypothesis was tested,The hypothesis was tested.,[ 1.7371349  1.6737169  1.1811769 ... -0.7537143 -0.5193959  2.3760276],"[ 2.3750014   2.8947935   1.4158853  ...  0.14152108 -0.0871068
  1.6445808 ]"
558,The experiment was successful,Experiment was successful.,[ 2.6587303  3.7585554  1.7615576 ... -1.2834501 -2.5803387  1.6547643],[ 2.7175853  4.02696    1.6324968 ... -1.8104544 -0.4784341  1.3429744]
559,A discovery was made,The discovery was made.,"[-0.23633307  2.620589    0.7575592  ... -2.0800831  -0.96523285
  1.6585673 ]",[-0.8140523  3.2270572  0.9105253 ... -1.3200772  0.250317   1.0599916]
560,The finding was significant,Finding was significant.,"[ 2.5574045   1.5139774   0.85081416 ... -1.0614202   1.2557703
  1.896743  ]","[ 2.6838048   2.609058    0.58777916 ... -0.48173025  2.6064348
 -0.2694955 ]"
561,A conclusion was reached,The conclusion was reached.,"[ 6.0474980e-01  7.6548970e-01 -8.7121558e-01 ... -1.0090455e+00
 -1.3152678e-03  3.8633969e+00]","[ 0.902845    1.1126616  -0.4530797  ...  0.05441649  0.7371861
  3.4214146 ]"
562,The result was conclusive,Result was conclusive.,"[ 0.79727155  3.854105   -0.69848675 ... -0.687868    1.097477
  3.3764992 ]","[ 1.0399431   5.323011    0.32448798 ... -1.2463567   3.5204687
  2.9797006 ]"
563,A report was written,The report was written.,"[-0.7386075   0.09448254  1.4596915  ... -3.465363   -0.86401844
  2.6991422 ]","[-0.1794487  -0.21757182  1.1586821  ... -2.4119358   0.55948746
  2.4879057 ]"
564,The document was thorough,Document was thorough.,"[-0.787902    1.2436137  -0.02884595 ... -1.6188672   0.63832486
  2.0828266 ]",[-1.3414731  1.6216753  0.812305  ... -2.1129959  2.7379122  1.256124 ]
565,A presentation was given,The presentation was given.,"[-1.5189686  -0.48396426 -0.71392834 ... -3.3539767  -1.5779947
  2.4333136 ]","[-1.1723427   0.4122893   0.34965032 ... -1.6848285   0.18838878
  1.8772284 ]"
566,The speech was persuasive,Speech was persuasive.,[-0.8493662  3.9161112  0.5621084 ... -1.4179881  1.2391099  2.4545255],"[-0.73917675  5.2323856   1.6657029  ... -2.0901463   1.6918457
  2.2191164 ]"
567,A discussion followed,The discussion followed.,"[-0.08427533 -3.452032   -1.1095544  ... -2.9026291  -1.8239766
  3.4143426 ]","[ 0.9643331  -3.6631174  -0.2495287  ... -1.1191107  -0.05318892
  1.9256458 ]"
568,The debate was lively,Debate was lively.,"[-0.14081848 -3.9332638   0.10560109 ... -0.26078486 -3.6042838
  4.679864  ]","[-0.525192   -2.6887312   0.18781984 ... -0.34722194 -1.8951445
  3.6579692 ]"
569,A decision was made,The decision was made.,"[-0.4755708   3.3103514  -0.16654134 ... -0.8379299   0.3249845
  3.7750363 ]","[-0.8264679   4.0149446   0.13954592 ... -0.17345338  1.7570255
  3.011783  ]"
570,The outcome was positive,An outcome was positive.,[ 0.2772507  3.5109916  0.6348674 ... -0.9629022  0.9021026  2.6794899],"[ 0.64555585  3.496606    1.7875614  ... -1.8593998   2.0283723
  1.7604158 ]"
571,A plan was implemented,The plan was implemented.,"[ 0.8033235   0.9894534   2.167855   ... -1.4698496  -2.2455797
  0.83376926]",[ 1.2304734  2.1131206  2.6847599 ... -0.9730563 -0.8519514  1.4682398]
572,The strategy was effective,Strategy was effective.,"[ 1.2616534   3.5435352   1.0836678  ... -0.813939   -0.73921263
  1.3266318 ]","[ 0.77746433  4.30765     0.79745626 ... -2.3896618   0.6490134
  0.8089372 ]"
573,A project was launched,The project was launched.,"[ 0.26488155 -1.045553    1.6830835  ... -0.8770282  -3.5208664
  1.0475695 ]","[ 0.04364052 -0.86149204  1.6362311  ... -0.4458274  -2.0647361
  1.4880645 ]"
574,The initiative was successful,Initiative was successful.,"[ 2.0204446   2.5463312   0.50140524 ... -0.59838754 -2.3208957
  1.6578162 ]","[ 0.75184774  3.1869693   0.8198425  ... -1.5538396  -0.8236679
  1.9140838 ]"
575,A goal was set,The goal was set.,"[ 0.88894415  0.5857356   1.7671394  ... -1.2416188  -0.88933766
  1.775337  ]","[ 0.2892794   4.0252113   1.537498   ... -0.4079922  -0.32624644
  0.54284304]"
576,The objective was achieved,Objective was achieved.,"[ 1.3158464   4.2531624   0.72898054 ... -0.58276486 -0.75694585
  1.1127468 ]","[ 1.4131503   6.5757074   1.2060721  ... -0.6552479   0.29548013
  1.2354513 ]"
577,A task was completed,The task was completed.,"[ 0.36612284 -0.46624994  1.7866069  ...  0.1059234  -1.7295978
  2.3589149 ]","[ 0.9255002   2.9214487   2.4855866  ... -0.10589266 -1.1517377
  2.0190823 ]"
578,The assignment was submitted,Assignment was submitted.,"[-0.18750238 -0.4121101   1.156748   ... -0.6058721  -2.9547162
  2.1604297 ]",[-1.0377057  1.3489772  1.096241  ... -1.5233701 -0.9293554  1.5110618]
579,A deadline was met,The deadline was met.,"[ 0.29510185 -0.13652116  1.7006742  ... -1.7207626  -0.26470637
  2.925314  ]","[ 0.36444917  0.33225927  2.7420974  ... -1.7708238   0.00333385
  2.7901602 ]"
580,The schedule was maintained,Schedule was maintained.,[ 2.1622517 -3.0431519  1.7686074 ... -0.8316986 -1.3847969  1.651763 ],"[ 0.8793773  -0.21822082  2.738019   ... -1.4378504   0.5677676
  1.0730213 ]"
581,A team collaborated,The team collaborated.,"[ 1.4849273  -0.04096596  0.03204387 ... -2.0387168  -1.444904
  3.5663273 ]","[ 1.9999592   0.77448094  0.11994263 ... -1.396948   -1.7768941
  3.8961706 ]"
582,The teamwork was excellent,Teamwork was excellent.,"[ 2.8472877  -0.21116939  1.2864372  ... -2.755795   -0.38359845
  1.4842352 ]","[ 2.9515452  -1.2374313   2.1181226  ... -2.190416    0.69634134
  1.1513927 ]"
583,A leader guided the team,The leader guided the team.,[-0.6158992  3.2271209  0.8282862 ... -0.7067479  1.1342148  1.1017457],[0.67146784 3.0293987  0.931289   ... 0.02164182 1.9856967  0.6717644 ]
584,The direction was clear,Direction was clear.,"[ 0.50989306  2.080212   -0.16231522 ...  0.61978227  1.4032881
  1.5860153 ]","[-0.18378091  2.9420617   1.1006176  ... -0.3145637   1.3251977
  1.0589292 ]"
585,A mentor provided support,The mentor provided support.,"[ 2.5911005   3.6609483   2.5085864  ... -2.4271228   0.90573204
  1.5127096 ]",[ 3.7470088  3.9034245  2.562886  ... -1.7074966  1.6716734  1.6157439]
586,The guidance was invaluable,Guidance was invaluable.,"[ 0.6540974   1.776233    1.1009743  ... -1.2442694   0.95151067
  1.0905294 ]",[ 0.1404124  2.306437   1.7831421 ... -1.1736999  2.4267895  0.725026 ]
587,A challenge was faced,The challenge was faced.,"[-1.1053025  -0.96640396  0.11761455 ...  0.3265738  -2.3444605
  1.6334869 ]","[-1.923803    1.2429554   0.3817618  ... -0.27071786 -1.9016374
  1.386145  ]"
588,The obstacle was overcome,An obstacle was overcome.,[ 1.2401195  3.108548   1.5591753 ... -0.5116406 -0.5934086  1.2613363],"[ 0.10968727  3.2324271   1.801404   ... -0.6917763  -0.9554898
  0.79135835]"
589,A problem was encountered,The problem was encountered.,[-1.6221302 -1.6293913  1.9316545 ... -1.4502184 -2.763138   1.0294396],[-0.8521786 -0.8870742  1.5660424 ... -0.7564815 -1.4574833  0.7651935]
590,The solution was innovative,Solution was innovative.,"[ 1.3852592   4.1621137  -0.5804751  ...  0.48920974 -1.7914772
  0.73297685]","[ 1.2025896   3.3958144   0.5554199  ...  0.10829735 -1.237699
  0.15738434]"
591,A crisis was averted,The crisis was averted.,[-1.5456734  2.2879844 -1.194267  ... -2.2273135 -2.2034495  1.587774 ],"[-1.9044696   3.9916108  -1.0181571  ... -0.40555918 -0.69871646
  1.7129709 ]"
592,The situation was stabilized,Situation was stabilized.,"[ 1.2635565  -1.401783    0.8458744  ... -0.12081589 -2.0105736
  3.511878  ]","[ 0.9185241  -0.73385346  0.3458549  ...  0.5911929  -0.3644422
  3.352631  ]"
593,A change was made,The change was made.,[ 0.3032695  0.9622849  1.6050546 ...  1.1635191 -3.489062   1.6710403],[-1.319073   1.9147393  1.3531439 ...  1.0425348 -1.0438032  0.6904006]
594,The transition was smooth,Transition was smooth.,"[ 2.9301353  -0.95881927  2.090991   ... -1.1094624   0.24664873
  1.3542006 ]","[ 2.2626188  -0.41378954  2.6672344  ... -3.0169473   1.687705
  0.16734707]"
595,A transformation occurred,The transformation occurred.,"[-0.04429722 -1.090271    0.37538698 ... -0.10569175 -2.6029966
  2.8552942 ]","[ 0.17431     1.171843    1.1352386  ... -0.11544356 -1.2623495
  1.5249171 ]"
596,The evolution was remarkable,Evolution was remarkable.,"[ 4.8193702e-01  9.5635653e-04  2.0587349e+00 ... -9.0257275e-01
 -1.1259098e+00  1.6088564e+00]","[-0.3819784   0.41879463  2.8460152  ... -1.8554844   0.22982697
  1.2576672 ]"
597,A growth was experienced,The growth was experienced.,"[-0.59361756 -1.0631082   2.2373939  ... -0.47477156 -1.68167
  2.2580457 ]","[-0.6928753  -0.72055304  2.0647292  ... -0.41800752 -0.4212739
  2.0271895 ]"
598,The development was significant,Development was significant.,"[ 1.059807   -0.7579622   0.51610994 ... -0.48255718 -1.4427149
  1.0614951 ]","[ 0.93432045 -1.964598    1.4049628  ... -0.9936285   1.1040177
  0.7424491 ]"
599,A progress was made,The progress was made.,"[-0.09680919  0.08200669  1.4532855  ... -0.42433456 -0.96367824
  2.2620046 ]","[ 0.57157767  2.56066     2.3956256  ... -0.19436869 -0.36228028
  1.3406589 ]"
600,The advancement was noteworthy,Advancement was noteworthy.,"[ 1.0307873   1.2318189   0.64589244 ... -0.24989958 -0.79769087
  2.4044268 ]","[ 1.1467763   0.20703796  2.104877   ... -0.41186935  0.30335897
  2.5422118 ]"
601,A improvement was seen,The improvement was seen.,"[ 0.9732635  -0.62084293  1.0376034  ... -0.18840164 -1.1491565
  1.989838  ]","[ 1.5829487   0.24987769  1.82141    ... -0.5540398  -0.5397284
  0.838453  ]"
602,The enhancement was substantial,Enhancement was substantial.,"[ 0.48457068  1.6064662   0.76372176 ... -0.31986916  0.33625585
  0.9061463 ]","[-0.49758393 -0.18120489  1.8086474  ... -0.443237    1.6338314
  0.6219576 ]"
603,A success was celebrated,The success was celebrated.,"[ 0.5654789   2.3805614   0.24335063 ... -0.9829915  -1.7142038
  2.5935566 ]","[ 0.6871632   3.6406631   0.25038654 ... -0.6507789  -1.738711
  2.4685397 ]"
604,The achievement was recognized,Achievement was recognized.,"[ 0.7500136   2.7409794  -0.09417905 ... -0.7229714  -1.3147187
  2.8177922 ]","[ 0.5972008   2.8935676   0.49534282 ... -0.32545802 -0.45703077
  2.3708398 ]"
605,A reward was given,The reward was given.,"[ 0.10294753  5.938887    0.4800353  ... -0.01697803 -0.25640154
  2.3619447 ]",[ 0.3271442  7.3453765  1.563714  ... -0.7272634  1.6733501  1.7452152]
606,The recognition was deserved,Recognition was deserved.,"[ 1.0267617   3.4008832  -0.7034187  ... -1.4529498  -0.22162342
  3.4193797 ]","[ 0.89536726  3.2875733   0.4970086  ... -1.2515972   1.7435215
  3.4222322 ]"
607,A thank you was expressed,The thank you was expressed.,"[ 1.808699    2.173063    0.6611218  ... -0.40441838 -1.1804345
  2.3105826 ]","[ 1.8089994   3.8316097   1.5759009  ... -0.45874223  0.65450805
  2.0988455 ]"
608,The gratitude was sincere,Gratitude was sincere.,"[ 2.5761309   4.129902    1.914068   ...  0.36476776 -0.35711616
  1.2160141 ]",[ 2.6090126  3.0887008  2.6194677 ... -0.9835426  0.4192601  1.3415077]
609,A compliment was offered,The compliment was offered.,"[ 1.0859075   5.9862413  -0.12827498 ... -1.2849274   1.7443755
  2.3597586 ]","[ 2.628577    5.831103    0.84162503 ... -0.43650013  1.9545912
  1.2875392 ]"
610,The praise was well-deserved,Praise was well-deserved.,"[ 0.8059275   4.527329   -0.5919997  ...  0.40879297  1.1763273
  2.5857391 ]","[ 0.81283456  3.594765   -0.07800268 ...  0.02445443  1.7838298
  1.6432241 ]"
611,A message was sent,The message was sent.,"[-1.199831    5.51651     1.8124391  ... -1.0427364  -1.3313689
  0.45588815]","[-1.1857145   6.8103013   1.6597992  ... -0.04024553 -1.1151369
  1.3592844 ]"
612,The communication was clear,Communication was clear.,[ 1.7768369  4.226103   1.8175392 ... -1.8271732 -1.145801   0.8116681],"[ 1.611337    3.3223233   3.946785   ... -2.5152183  -0.43780148
  0.7511933 ]"
613,A letter was received,The letter was received.,"[ 0.76706004  4.1560874   2.4905396  ... -2.217115   -0.17534143
  0.93608373]","[-0.98862964  4.599687    2.9573967  ... -0.9986407   0.637966
  0.67937595]"
614,The correspondence was prompt,Correspondence was prompt.,"[ 1.0172174e+00  2.7873359e+00 -8.1559896e-02 ... -1.3444161e+00
  6.3423586e-01 -1.0340810e-03]","[ 1.7098999   1.2737712   0.29482818 ... -0.6854201   1.0895783
 -0.45836607]"
615,A response was given,The response was given.,"[-0.17634225  4.4218273   1.5478764  ... -0.69046926 -1.2667215
  0.32129678]","[-0.33117574  4.548165    1.2885224  ... -0.74648714 -0.16788025
  0.49062046]"
616,The reply was thoughtful,Reply was thoughtful.,"[ 0.9257612   2.396674    1.1184307  ... -0.2783577  -0.22841486
  1.3060253 ]","[ 1.0176613   2.1745775   2.9614613  ... -1.5398827  -0.46181014
  0.8821635 ]"
617,A conversation was started,The conversation was started.,"[ 1.1233382  -3.3533094   1.3981881  ... -0.95047927 -2.103016
  2.824644  ]","[ 1.5972128  -0.8945754   1.7846285  ... -0.17805982 -0.05472917
  1.0947063 ]"
618,The discussion was productive,A discussion was productive.,"[ 1.7523394  -3.639756    0.3946419  ... -0.87542725 -1.6501162
  1.4865317 ]","[ 0.75154406 -2.9041038   0.6695177  ... -1.9330351  -0.8285654
  0.80211866]"
619,A meeting was arranged,The meeting was arranged.,"[ 1.19446    -3.1254904   0.10873102 ... -2.712336   -1.5426726
  2.7974303 ]","[ 2.0448332  -2.5934374   0.5849291  ... -0.17488869 -0.3573154
  1.9397599 ]"
620,The gathering was successful,Gathering was successful.,"[ 1.5168244  -0.8196877   0.6563489  ... -0.06036365 -1.9123867
  3.1859577 ]",[ 0.7392098  1.3599851  0.9268467 ... -0.6498003  1.1029451  1.9839287]
621,A schedule was set,The schedule was set.,"[ 1.7921044  -1.980461    1.1844497  ... -1.68244    -0.86612636
  0.21861374]","[ 1.0571687  -2.940394    1.8430802  ... -0.32428256 -0.2896224
  0.89022875]"
622,The timeline was followed,Timeline was followed.,"[-0.6861888  -3.504579    0.8466078  ... -1.512747    0.16378957
  1.5481105 ]","[-1.646666    0.05289024  1.715335   ... -1.4366107   0.9140135
  0.85207945]"
623,A plan was put into action,The plan was put into action.,"[-0.34667814  2.1935918   2.1329381  ... -0.32833496 -1.0345172
  0.70625657]","[ 0.3732578   2.5960767   2.7742064  ... -0.01099602 -0.5677061
  1.2423849 ]"
624,The strategy was implemented,Strategy was implemented.,"[ 0.48963043  2.1275952   1.8739972  ... -0.494933   -0.5995373
  0.7651045 ]","[-0.67478305  2.4163604   0.89744884 ... -1.9540794   0.6782228
  0.3037014 ]"
625,A project was underway,The project was underway.,"[-0.1281228  -1.2436383   1.6610113  ... -0.29528973 -3.3554323
  1.14131   ]","[-0.6375324  -1.4382617   1.8850901  ...  0.36866236 -1.2697774
  1.2490684 ]"
626,The work was progressing,Work was progressing.,"[ 1.4706554   0.2616818   1.3846114  ...  0.44868308 -1.8511136
  1.450252  ]","[ 1.0843358  -1.3481791   3.367745   ...  0.00488576 -1.4343266
  0.3442045 ]"
627,A deadline was approaching,The deadline was approaching.,"[-0.17088795 -0.54072183  2.1167338  ... -1.360386    0.09271935
  3.4752898 ]","[-0.18728319 -0.56224704  3.3237388  ... -0.74051195  0.33096418
  3.6274955 ]"
628,The completion was imminent,Completion was imminent.,"[ 0.6487758   0.56227434  0.37331975 ...  0.42829698 -0.45652896
  2.946322  ]","[-0.5213739   0.20637041  1.3940483  ...  0.1002946   2.0372667
  2.8048294 ]"
629,A result was expected,The result was expected.,"[ 0.12117791  2.0380173  -0.81315315 ... -1.4261439   0.17273977
  4.022132  ]","[ 0.19437155  3.3758442  -0.33501858 ... -0.8051893   0.5703166
  3.3665664 ]"
630,The outcome was anticipated,Outcome was anticipated.,[ 0.0115827  2.3856757 -0.1874739 ... -0.3929865  0.5519113  2.8570814],[ 1.1634732  3.4594574  1.5194156 ... -1.63604    2.5038404  2.5948045]
631,A conclusion was drawn,The conclusion was drawn.,"[ 1.3544538   0.5458252  -0.52296257 ... -1.8815241   0.49148875
  3.7767653 ]","[ 0.9825079   1.1167672  -0.41664356 ... -0.4388361   1.2100153
  3.1987734 ]"
632,The summary was concise,Summary was concise.,"[ 1.3642187   0.15950415 -0.31510648 ... -0.46265838  0.01043844
  1.964145  ]","[ 0.9616619   1.7471653   1.3333073  ... -0.7047545   0.35598305
  1.7784169 ]"
633,A report was written,The report was written.,"[-0.7386075   0.09448254  1.4596915  ... -3.465363   -0.86401844
  2.6991422 ]","[-0.1794487  -0.21757182  1.1586821  ... -2.4119358   0.55948746
  2.4879057 ]"
634,The document was comprehensive,Document was comprehensive.,"[-0.32608658  1.4094439  -0.31286693 ... -1.9707241   0.28770888
  1.7043322 ]",[-1.0620297  1.2734985  1.2101134 ... -2.379271   2.2535305  1.1502109]
635,A presentation was delivered,The presentation was delivered.,"[-1.2503858  -0.5551385  -0.49230832 ... -3.2862964  -1.4385269
  2.895102  ]","[-0.86684465  0.45354527  0.35364    ... -1.4250188  -0.03672161
  2.119285  ]"
636,The speech was engaging,Speech was engaging.,[-0.7172513  2.9023473  0.9011776 ... -1.761622   1.4198283  2.453922 ],"[-0.67882043  3.236881    1.8615142  ... -1.6028416   2.260872
  2.001183  ]"
637,A feedback was received,The feedback was received.,"[ 0.08849573  2.8105354   1.1309165  ... -1.005053   -0.3113367
  1.9596763 ]","[-0.22679217  4.6321726   1.562162   ... -1.3361313   0.5427264
  0.9142841 ]"
638,The response was positive,Response was positive.,"[ 0.9319985   3.6178398   1.0617604  ... -0.7478758  -0.75358146
  1.2904226 ]",[ 1.7116466  3.201622   1.5104494 ... -2.0775974  1.3685923  1.577856 ]
639,A review was conducted,The review was conducted.,[ 1.3814905 -2.870238  -0.5420133 ... -2.821796  -0.9286715  0.9214554],"[ 2.185681   -2.5787358   1.0425832  ... -1.6850895  -0.00798445
  1.4814521 ]"
640,The evaluation was thorough,Evaluation was thorough.,"[ 2.526916   -0.553779    0.85753447 ... -1.7688413  -0.81540835
  1.8117473 ]","[ 2.6893198  -0.44315964  0.878669   ... -2.1660628   1.0549681
  1.5133651 ]"
641,A survey was administered,The survey was administered.,"[ 2.8385897  -2.6037507   0.36970508 ... -3.6260157  -5.644547
  0.4915343 ]","[ 1.8288752  -1.4130749   0.95855343 ... -1.1717818  -2.3422973
  1.1717132 ]"
642,The data was collected,Data was collected.,"[-1.0584462  -0.24854362 -0.42324674 ... -0.70007277 -1.9285195
  2.3834383 ]","[-1.0456374   1.0477289   1.278091   ... -1.0749397   0.16595948
  1.8279392 ]"
643,A study was conducted,The study was conducted.,[ 2.135822  -2.1646307  1.342913  ... -3.022863  -3.87961   -0.0713791],[ 2.55272   -1.8298239  2.0332718 ... -1.6404978 -0.9955228  0.8920172]
