,Sentence1,Sentence2,Sentence1_embedding,Sentence2_embedding
514, It is possible that it is raining.,The nurse administered medication,"[-3.4816732   4.061693    2.5771718  ... -0.27059934 -0.05665997
  0.2434293 ]",[3.6863625  7.2432632  0.7679788  ... 1.1483488  0.06036645 0.804571  ]
515,The decline might have been temporary.,The beach is pristine.,"[ 0.12015585  0.92122287 -0.6614526  ...  1.5207957   0.51748276
  1.5271827 ]","[ 2.4545689  -1.1224674   3.5797668  ...  0.27943084 -0.53737915
  3.796058  ]"
516, The view is absolutely stunning.,The snow was deep.,"[-2.1423924  -0.86688733  0.95450395 ...  1.3335123   0.11247742
  2.2072275 ]","[-0.09820201 -1.0825119  -1.8192066  ... -2.802161   -0.3839224
  0.8319343 ]"
517,The raccoons did not cleverly search for food.,A niche market was identified by the entrepreneur.,[ 2.4837992  1.3730725 -1.5815344 ... -1.5687604  0.6498447  1.2681869],[ 1.6937338 -1.9475223  1.8661609 ... -1.0068754 -1.5792421  1.3481236]
518,The thank-you note was written., She's planning a wedding for next year.,"[ 2.3299756   2.5030143   1.5045481  ... -0.6378636   1.1228478
  0.26289818]","[ 0.29277503 -1.3879225   1.8131521  ... -2.2395916  -1.9600773
  1.9384722 ]"
519,The small vase is under the nightstand.,They travel extensively.,"[ 3.8036754   0.3775065   1.273771   ... -0.7101849   0.2209835
  0.73805034]","[ 0.9420755   1.6800567   1.3092499  ... -1.8147532  -0.76809764
  3.7948866 ]"
520,She may buy a new house next year.,The fog was thick.,[ 0.8219404  2.1053898  2.3625362 ... -1.637398  -3.8918393  1.530787 ],"[ 0.11753893 -1.7641537   3.4890664  ... -1.8496679  -2.5287776
  0.17314059]"
521,The athlete broke the record.,She may finish the project early.,"[ 2.2607217   7.1044846  -0.9193563  ... -0.4730122   0.28051317
  1.9535965 ]",[ 0.3952286  2.680511   2.4815013 ... -1.0189664 -3.7197335  4.2277308]
522,The family ate the dinner.,The friendship is true.,"[ 0.4783901  -2.8414047   0.9179845  ...  0.24274254 -0.85823846
  2.5179005 ]","[ 3.7020333   3.5772984   3.025903   ... -0.24209318 -0.80948275
  1.1378062 ]"
523,The technicians maintained the equipment.,The illustration is effective.,[ 2.8830397  2.7771194  1.5064713 ... -0.9777096 -1.9870548  0.670821 ],"[-0.98122036 -1.1904678   0.4305306  ... -1.599661    0.09155675
  1.817004  ]"
524,They sculpt masterfully,She rescued people from danger.,[-3.3283954  2.6314948  1.2902584 ... -1.168794  -1.633482   2.5652397],"[-0.3668029   9.723295    0.22764032 ...  0.7463637  -0.16251516
  1.4851743 ]"
525,The balloon is above the houses,The building was protected by the security guards.,"[-0.8388118   3.170707    2.6228397  ... -0.08576366 -3.9614155
  2.1341274 ]","[-0.30978674  2.9524062   0.51381063 ... -0.4314132  -1.4156895
  1.6589775 ]"
526,The atmosphere was positive.,The asteroid approached Earth,"[ 1.7139397  -0.14600393  2.067807   ... -0.5913679  -1.0656582
  1.1706883 ]","[-3.700387    0.9533548  -0.7010807  ...  0.91001177 -1.8559437
  2.1813097 ]"
527,A victory was achieved,The change was dramatic.,"[ 1.0111805   2.232461    0.49115008 ... -1.6561767  -2.4850717
  3.3519511 ]","[-0.05091244  0.5167633   1.6665878  ...  0.6423637  -1.6313215
  0.6393937 ]"
528,The strike was called by the umpire.,The machine was built by the engineer.,"[ 0.7368863   3.754022    0.47767368 ...  0.0569716  -2.7308872
  3.6947386 ]","[ 0.3073088   5.0639668   0.65335774 ... -1.7280731   1.0769123
  2.767354  ]"
529,The building is not tall,The garden contains 5 roses.,"[-1.5014791  -2.1529396   1.0873581  ...  0.27447766 -4.3777
  2.7283745 ]","[-0.12870453 -3.0329392  -0.06711874 ... -0.19687986 -3.5706933
  1.6772858 ]"
530,The announcer made the announcement.,He can speak several languages.,"[ 1.1033354   0.691412    0.69660085 ... -0.20105003  1.4015204
  4.1762896 ]","[-0.1854511   6.9581165   0.75965804 ... -0.578872   -1.7960238
  3.7702553 ]"
531,The land was fertile.,The grass was verdant.,"[-1.888387    2.5421824   3.5655732  ... -2.7361887   0.31491414
  2.813464  ]",[ 1.2933804 -0.6383826  3.2381985 ... -1.4203333 -5.5780835  3.2781956]
532,She predicted future economic growth.,The owl is on the branch,"[-1.8745435   5.201467    0.94677734 ...  0.04164755  1.4954156
  3.7770488 ]","[-0.39867982  2.4529781   1.9909496  ... -1.7685121   0.6313822
  2.329369  ]"
533,The item was purchased by the customer.,The interface was simple.,[-1.6967022  2.682071   2.111599  ... -1.1092937  1.4178908  1.4676932],"[ 1.5368049   1.3004816   1.804087   ... -0.83917505  0.22794206
  0.7171844 ]"
534, The wind was very gentle.,The help was offered.,"[ 3.5676763   0.46851718  0.71574706 ... -0.71307397 -0.25407013
 -1.0831926 ]",[ 0.8416327  5.68619    1.3814671 ...  0.320356   2.000465  -0.3188575]
535, She is considering the job offer.,The sommelier carefully selected the vintage wine.,"[ 0.8109278   4.1060576   2.425734   ... -0.45837265 -3.1990585
  2.1474574 ]","[-0.80431163  1.7864043   3.0535808  ... -1.035892    1.0443828
  1.6645733 ]"
536,The student read the book.,The relationship was strong.,"[ 0.21824169  1.9307742   0.2195797  ... -0.84218186 -0.06939737
  5.027942  ]","[ 3.0100942   1.4126326   1.4376564  ... -1.1873372   0.24745062
  2.1404622 ]"
537,The ruins were discovered by the explorer.,We may eat dinner early.,[-2.5133977  1.446367  -0.0768587 ...  0.717478   1.734787   2.5810025],[-2.4757802  1.035578   1.029048  ... -0.5009747 -3.6811454  2.5246775]
538,The style is unique., The reaction was negative.,[-1.1132122 -1.9069932  0.1576244 ...  0.6064116 -1.8765786  2.4151156],"[ 1.6488682   5.540948    1.0420706  ... -0.58474714 -2.2022457
  2.1545181 ]"
539,The witness was cross-examined by the defense attorney.,The bartender served drinks.,"[-0.810328    3.4343507   1.2536234  ...  0.18046872  0.585367
  0.2560614 ]","[-0.36807442  2.998181    3.7242265  ... -3.2925599   3.258498
  3.2999032 ]"
540, The bus is near the stop.,The galaxy is near another galaxy.,"[-0.11119431  0.7030216   3.3235686  ...  0.6651332  -2.3241882
  0.8346814 ]","[-3.2143803   0.17683505  2.110911   ... -0.13750623 -1.7025889
  2.6373405 ]"
541,I cooperated willingly, The investment is unprofitable.,[ 2.050847   2.4978416  1.1309179 ... -2.0155542 -0.0674119  1.2851931],"[-0.592424    3.301155    2.6521587  ... -0.57320994  0.7875978
  2.5454137 ]"
542,The development was swift.,The conclusions were sound.,"[ 0.6836368  -0.43410796  1.2838221  ... -0.890267   -0.5013551
  1.8177602 ]","[-1.1056137   1.7349046  -0.7464654  ... -0.49566966  0.82801723
  3.5907981 ]"
543, The cat sat near the mat., The painting is extraordinarily vibrant.,"[ 4.4234      1.32776     2.0612688  ...  0.11851806 -1.3365694
  4.3113437 ]",[-1.482989  -0.6343156  2.5465305 ... -1.2418143 -2.5132275  2.422466 ]
544,He built a prototype.,The dancer performed the dance.,"[ 1.5141602   4.161721    0.6941987  ... -1.9249108   0.5072727
  0.16843483]","[-0.14367437 -0.00978668 -0.31550768 ...  0.1966397  -2.2734582
  4.9163527 ]"
545,The passenger enjoyed the comfortable ride.,The moon did not rise in the east,"[ 3.8756275   1.4413292   0.82765675 ... -1.7101656   2.5957909
  1.5008738 ]","[ 8.9006853e-01 -1.1628717e-01  1.3917725e+00 ... -3.8687587e-03
 -3.1618576e+00  3.9708202e+00]"
546,The seller accepted the offer.,She administered fairly,[ 2.5612845  5.8714995  2.0427525 ... -0.9919794  1.1795335  1.5245671],"[ 0.04138243  6.900142   -0.45035115 ...  0.7415323   0.6967791
  1.6724644 ]"
547, The judgment is unfair., The food is absolutely delicious.,"[ 0.14864877  3.141603    0.00598717 ... -0.90801686  1.4814348
  2.914418  ]","[-0.8816511   4.6301994   1.2466187  ...  0.54744864  0.5943677
  1.0895841 ]"
548,The emotion was intense.,The sunrise painted the sky.,"[-2.0706248   3.5562348   2.656962   ... -0.20093825 -0.87284976
  1.543835  ]","[-0.05678144 -0.725915    3.1096685  ... -0.33903277 -3.7397797
  2.514818  ]"
549, The performance was unimpressive.,The advice was followed.,"[ 0.7104812  -0.15317285 -0.05264303 ... -1.4854006  -0.43809256
  0.588357  ]","[-0.38005075  4.140107    0.5837736  ... -1.3518883   2.0646527
  2.1039505 ]"
550,The jar is on the shelf,The landscape was skillfully painted by the painter.,"[ 1.5187426   0.8483367   2.439245   ... -0.12817629  0.9523708
  1.5939459 ]","[-2.426293   -1.5000527   0.73189604 ... -1.1435676   0.3122231
  1.127401  ]"
551,They may need a doctor., There are many houses in this neighborhood.,"[ 0.8142422   5.273992    1.2389916  ... -0.60051996 -1.2305492
  2.7859795 ]","[-2.5480306  -4.4212337   1.354307   ...  0.40517598 -1.7368351
  2.060585  ]"
552, She plans to go to the park., A hot day is forecast.,"[ 2.8469872   2.8681362   2.725247   ... -0.19842438 -0.62118286
  3.3944592 ]","[-0.5197177  -0.32374564  2.7670653  ... -0.6869471  -0.6375535
  4.1006427 ]"
553,Order in the courtroom was maintained by the bailiff.,The room was cozy.,[0.1601158  0.7255451  0.10115435 ... 1.2551128  1.1389534  1.9016167 ],"[ 1.5334241  -5.8967767   0.76265204 ... -0.7505683   0.89120275
  2.706395  ]"
554,The friends enjoyed a fun outing.,The implication was positive.,"[ 2.6285422  -4.303855    0.8705161  ... -2.1469312   0.66383755
  2.5477693 ]","[ 2.232923    2.4424193   0.81257784 ... -0.59095633  2.0876942
  1.7910931 ]"
555,There were nearly 350 stars visible tonight.,The manager supervised the team.,"[-4.1079936  -3.709944    0.87398875 ...  0.08074591 -0.6346605
  1.0464361 ]","[ 2.3624713   0.664804    2.7415454  ... -1.1638864  -0.96413606
  3.9228675 ]"
556,The doctor treated the patient.,The clerks handled the paperwork.,[ 1.1924709  7.606673   1.9977189 ... -1.6360455  1.5023397  1.6437483],"[ 1.2501663   0.60233086  1.7961949  ... -0.8842179   0.55195993
  2.3250825 ]"
557,The maintenance might be minimal., The development was negative.,"[ 2.2759306  -0.29848143  2.5592492  ... -1.3506492  -3.156583
  1.2340045 ]","[ 0.8718952   0.04720135  1.8275772  ... -0.11441238  0.1988028
  1.4517775 ]"
558,The judge reviewed the evidence carefully.,The culture celebrated diversity.,[0.801068   1.2987665  1.2982999  ... 0.25326607 0.9678437  4.0252237 ],"[-0.49884972  0.798143    2.3226452  ... -1.6884035  -0.7767762
  2.2197812 ]"
559,The family was helped by the social worker., The plants could die.,[3.064258   2.685427   1.1498309  ... 1.1930014  0.25265634 0.1948234 ],"[ 2.4999733   4.814578    0.49950257 ...  0.2546786  -1.834145
  2.9801726 ]"
560,He analyzed the market trends.,The coat is on the rack,"[ 0.53112715 -0.26702997  1.107944   ... -0.40676546 -1.8283738
  3.254649  ]","[ 1.7599028   1.7105783   0.19562833 ... -0.54089063 -0.9660947
 -1.4208924 ]"
561,A lecture on quantum physics was given by the professor.,The solution might have been simple.,"[-2.0952635   3.2457082   0.64805275 ... -2.1502807  -2.1222034
  2.944422  ]","[ 0.36772507  3.1825497   0.59504336 ...  1.0583923  -0.76144505
  0.9378103 ]"
562,The support was unwavering.,The film is suspenseful.,"[ 2.164142    4.526527    0.8550734  ... -0.6332963  -0.24918625
 -0.04121989]","[-1.6100591   0.41865215  1.1412264  ...  1.0493737  -0.9455237
  3.2144315 ]"
563, She's read an impressive number of books this year., The productivity is low.,"[-1.6068507  -2.0688925   1.655182   ... -2.1875849  -0.47137433
  3.187976  ]","[ 1.2970805   2.5439367   2.1000817  ... -0.91196615  0.6583339
  0.33538646]"
564,The flower is beside the vase.,The brand reputation was strong.,[ 4.065186   2.9575076  1.8711575 ...  0.9226036 -1.8327593  2.163284 ],"[-0.05556538  1.4853321   1.7220403  ... -0.46675363 -1.1195048
  1.462287  ]"
565,The trees did not provide ample shade during the heat., The victory is incredibly sweet.,"[-1.9468056   0.0092919  -0.25033772 ...  0.3533456   0.1282908
  2.9148016 ]","[ 1.1869837   5.487269    0.79099196 ...  0.2740993  -1.3096834
  2.4090424 ]"
566, She has a truly massive stamp collection.,The foxes hunt cunningly,"[-1.0885257   1.7322235   1.1820543  ... -0.13494766 -2.1871154
  1.6199831 ]",[ 1.3448477  0.750166  -0.926984  ... -3.1842983 -2.5179694  2.8969917]
567, The decline is insignificant.,The discovery was momentous.,"[ 3.6636481e+00 -5.4794365e-01  6.2220693e-02 ... -2.7834177e-03
  9.8999918e-01  2.4815345e+00]","[-0.02822065  3.3859825   0.5781712  ... -1.1145422   1.0774311
  1.1273357 ]"
568,The advice was followed.,The worms could be wriggling.,"[-0.38005075  4.140107    0.5837736  ... -1.3518883   2.0646527
  2.1039505 ]","[ 1.5415789   2.2456586   1.6054035  ...  0.09001482 -1.2664037
  0.7941162 ]"
569,Schedule was maintained.,Children played joyfully,"[ 0.8793773  -0.21822082  2.738019   ... -1.4378504   0.5677676
  1.0730213 ]","[-0.19627094 -0.3430807  -0.6044477  ... -4.209955   -1.6655483
  3.2323139 ]"
570,The opportunities are plentiful., The restaurant is terrible.,"[-0.5707531   2.1911607   3.8130546  ... -0.44063085 -0.6360105
  0.7207662 ]","[ 1.5049202  -1.682436    1.9710748  ...  0.54955536 -2.2642577
  3.5139225 ]"
571,The judgment is fair.,The box is behind the shelf.,"[ 0.67812955  2.588371   -0.2953433  ... -1.0136687   0.9103817
  3.0674398 ]",[3.2770767 2.519709  3.3492808 ... 1.3197138 0.3829226 1.5454557]
572,The property taxes are high., The past is somewhat distant.,"[-1.7498087  -0.24462636  1.4391791  ... -2.8122833  -3.0323975
  2.5185692 ]","[-0.35429323 -2.1799886   1.572889   ... -0.72723037 -0.6346793
  2.7913024 ]"
573, The bread is slightly stale.,The soup might be too salty.,"[-0.13693692  1.8267593   2.3612697  ...  1.8892199  -1.5130595
  0.96433234]","[-0.61664194  3.5422192   4.1762033  ...  0.903289   -5.5911665
  3.427298  ]"
574,The comets are in the solar system,The dog may bark at strangers.,"[-0.8728981  -0.72344375  0.59698755 ...  1.0911142  -0.6139189
  1.3159226 ]","[-0.5135507   5.695779    0.9584699  ... -0.53399414 -0.2160124
  1.4915946 ]"
575,The technician tested the equipment.,The solution was straightforward.,"[ 3.474877    5.6202245   0.6240836  ... -0.77468854 -3.7385037
  1.4203044 ]",[2.472957   3.8678997  0.00855887 ... 0.14481585 0.6349989  0.54642254]
576,The products were promoted by the marketing team., We are considering having a party next weekend.,"[-0.20139587  1.9412751   1.6468483  ...  0.52610576 -0.41420466
  2.276331  ]","[-0.97214085 -2.4273937   1.4054767  ... -1.8124223  -3.003703
  2.101     ]"
577,The potential is huge., The glass is on the table.,"[ 0.55387074  5.810356    2.2323341  ...  0.51744527 -1.6735516
  0.93523824]",[-1.1380173  3.0784872  3.7455175 ... -1.1668526  1.3766662  3.6514907]
578,The path was obvious., The deer grazed near the meadow.,[1.0657208  1.186682   1.0741754  ... 0.7419157  0.20069747 0.8649826 ],"[ 2.853756   -1.7054223   0.16909415 ... -1.0583272   1.0065471
  3.136176  ]"
579,The value was immeasurable.,He is a lawyer.,"[-2.1326332   4.322908    0.957242   ... -0.0077749   0.6600037
  0.39944538]",[ 0.3072819  6.987317   2.1906788 ...  1.0512437 -1.0705329  3.7310085]
580,The love was boundless.,She may win the competition.,"[ 1.406581    3.4452198   1.9002262  ... -1.437901    0.69390297
  0.06933884]",[ 2.7844696  5.8577943  1.0959224 ...  0.939169  -3.197148   4.4112387]
581,A planet orbited the sun,The possibilities could be endless.,"[-2.70411    -0.14102064  0.2662318  ... -1.4750053  -4.4477544
  2.8460264 ]","[-0.7424347   2.2268853   2.0621054  ... -0.32685208  0.52302957
  0.31382775]"
582, The theory is slightly flawed.,The sponsors expressed interest in future collaboration.,"[ 0.9464355   0.22116716  1.3577615  ... -0.33648387 -1.097092
  2.5023768 ]",[ 2.4364223  1.0588219  1.5525118 ... -0.9128815 -2.0912337  1.8963827]
583,The coach motivated the team.,The defendant was found guilty by the jury.,"[ 2.4612522   4.7673836   0.06685301 ...  0.21790402 -1.2128242
  5.4427056 ]",[-2.4865305  4.4262085  2.8536391 ... -0.5302644  3.6283722  1.747169 ]
584,The architect planned the city.,The deer grazed peacefully in the forest.,"[-2.0805182  -2.9417808   0.38053015 ...  0.02250571 -1.4724054
  1.6613652 ]","[ 1.3775011  -2.720026   -0.03890188 ... -1.3486911   1.6850853
  2.716873  ]"
585,The brother helped his sister., The wind is fierce.,[3.1175833  5.448559   2.9184616  ... 0.11459748 1.8595222  3.7845242 ],"[ 1.070879    3.7999616   1.1359285  ... -0.01979741 -0.8554298
  0.00987918]"
586, The friendship is fake., The rebuilding was extremely difficult.,"[ 4.3391333   3.5794272   3.095309   ... -0.19342594  1.2304486
  0.41904792]","[-1.500339    0.88149935  1.5952033  ...  1.0563424  -0.4661744
  1.3401006 ]"
587,The impact was considerable.,She can drive a car.,"[-0.5625121   5.107112    1.2236063  ...  0.25816712 -0.56501603
  0.5042633 ]","[ 2.366937    9.433434    0.03910239 ... -0.19224697 -1.9126848
  4.65266   ]"
588,The insight is valuable.,The gecko clung to the wall.,"[-0.40827188  1.5253465   1.8833497  ... -0.9264637  -0.40370435
  2.0158029 ]","[ 2.55866     1.5850773   3.6290834  ...  0.22802475 -1.4552026
  2.252774  ]"
589,The service was received by the client.,Good time was had by all.,"[ 0.23250428  4.1463      1.9435415  ... -1.0810987   0.19108096
  1.4913621 ]",[-2.1235433 -4.5046644  3.0215225 ... -1.3756846  1.7923409  1.3615253]
590,The experiment was conducted by the scientist.,The motorcycle speeds along,[ 0.6827825  4.013064   1.6492022 ...  0.1057971 -3.1417952  1.5443189],"[ 1.1943619   0.05633095  0.7066952  ... -1.4508204  -0.7790209
  2.8078923 ]"
591, The sunrise is truly spectacular.,The occupational therapist helped the patient regain skills.,[-1.4542356  0.7166702  2.4643633 ...  1.2763238 -1.6834383  2.8142424],"[ 4.560146    7.059838    1.7962322  ... -0.30087084  4.922978
  1.6905036 ]"
592,The innovator created a groundbreaking invention.,The director produced a compelling film.,"[ 2.5777006   5.7960815  -0.92547387 ... -1.4178147  -1.4527912
  0.3315253 ]",[-1.0878807  2.7996042  1.0826195 ... -2.0259082  1.2638947  3.6592484]
593,The gift was received.,The progress is slow.,"[-0.75154734  5.0772724   1.388618   ... -1.9841299   2.3650534
  2.189653  ]","[-0.49709636  0.63098824  2.7007496  ... -0.37768096 -1.3549477
  2.055647  ]"
594,The architecture was striking.,The kitesurfer soared high,"[-2.603635   -2.6798904   0.9873131  ... -1.3283088  -0.96688014
  1.9997059 ]","[ 3.643274   -0.3498299   0.84483474 ...  0.50234425 -0.7030258
  1.8325701 ]"
595,The spaceship travelled through space,The vacation was relaxing.,"[-0.02533411  1.3843441   1.4102738  ... -0.21194582 -2.512296
  0.94331634]",[ 3.105497  -2.018362   2.7833498 ... -0.8253666  4.8066964  3.3132477]
596,The dietician counseled the patient on diet.,The economy did not expand rapidly.,"[ 2.9129903   4.204725    0.39918044 ... -0.2115466   0.24640429
  1.5091581 ]","[ 0.95427805  0.28481343 -0.3642032  ... -3.229606    0.02548882
  3.229841  ]"
597,The recovery was strong.,The strategy was well-executed.,[ 2.5321522  0.8761811  2.2032118 ... -2.2869341  1.3904638  2.4011462],"[ 0.04169056  2.423395    0.6574597  ... -1.3068382  -0.22380345
  0.67812777]"
598,The foxes did not slyly stalk their prey.,The completion was imminent,[ 1.373528   0.9934585 -0.5919907 ... -1.4450256 -1.5270375  2.4853857],"[ 0.6487758   0.56227434  0.37331975 ...  0.42829698 -0.45652896
  2.946322  ]"
599,The friendship is genuine.,He wrote over 40 essays.,[ 4.9221745  3.5974274  2.518264  ... -1.2406693 -0.7942606  0.9821911],"[-2.3670406  -0.9500555  -0.39261046 ... -2.3103342   1.0283896
  1.1693175 ]"
600,The neighbors were friendly and helpful., They have a chance of winning the lottery.,"[ 3.9743745  -1.1162081   3.2003517  ... -2.2947984  -0.23193577
  1.0053673 ]","[ 0.79579324  4.842902   -0.17610534 ...  0.59015054  0.20066449
  3.3421881 ]"
601,The development was rapid.,The tuna is on the sandwich.,"[ 0.2566218  -0.68685776  1.1364877  ... -0.9071744  -0.55381334
  1.8924391 ]",[-2.3601863  3.0716636  4.3652024 ...  1.0334519 -2.4633827  1.8765975]
602, The mango is beside the bowl.,The publisher promoted the book extensively.,[0.74869114 2.2972226  3.5860085  ... 0.5468475  1.1352432  0.24843335],"[-0.6573386  -0.4620166   1.298394   ... -0.6766612   0.11176221
  3.1984127 ]"
603, The society was inequitable.,The family was united.,"[-0.04862612  2.7901351   0.5389796  ... -1.5590179  -0.23890226
  2.1184092 ]","[ 2.6435266  -0.53401774  2.407866   ... -1.0059423  -0.30664498
  3.1880107 ]"
604,The chef did not create a culinary delight., He worked incredibly long hours this week.,"[-0.63410056  3.4636755  -0.66634345 ...  0.355059    0.24710242
  2.3538277 ]","[ 0.27858266 -2.060799    0.8688867  ... -0.86431354 -0.23856792
  4.0794744 ]"
605,She may win the race.,The performance was impressive.,[ 2.9953358  5.502006   0.7692261 ...  1.3450116 -2.2554839  4.49978  ],"[-0.4372527   0.7201681   0.13082524 ... -1.4719517  -1.6155338
  1.822387  ]"
606, I have a very large number of cats.,The goal was achieved.,"[-0.00751837 -2.3749352   0.68264306 ... -0.04303176 -1.788108
  1.4438707 ]","[ 1.2128279   5.4143476   1.0049164  ... -0.82176006 -0.01216264
  1.6054449 ]"
607,The publisher promptly released the novel.,He can fix the computer.,"[ 0.25211763  1.664728    0.64798194 ... -1.0659108   1.4298569
  2.2262712 ]","[ 3.1537917   9.257488    0.4531639  ...  0.3407055  -0.87148184
  2.47135   ]"
608, The solution is ineffective.,The lion is far from the watering hole,[2.3838573  5.272742   0.39290768 ... 0.19220963 0.6011752  0.66374123],"[ 1.3133669   3.8323078  -0.51676863 ... -0.42022213  0.17104444
  3.778603  ]"
609,I ate over 30 bowls of soup.,The squirrels bury nuts cleverly,"[-1.2779999  -2.1651103   0.39959008 ... -2.3925807  -0.19091962
  3.3214917 ]","[ 0.16263759  1.3596573   1.1099576  ... -3.0701563  -0.54627144
  1.4290456 ]"
610,It may be cold outside.,The engine is powerful.,"[-2.3334007  -0.7282199  -0.68514395 ... -1.6032988  -2.698644
  1.6437739 ]","[-0.69375324  5.6496725   1.8160557  ... -1.497072   -3.1562934
  3.019801  ]"
611,The squirrels buried acorns for the winter.,The ship is large.,"[ 0.16674173  1.8640251  -0.13568637 ... -3.8591723   0.93082696
  0.83916205]",[-2.36543    2.5256124  3.6694703 ...  0.919888  -1.6164606  0.7525873]
612,The mystery was solved by the detectives.,The complex equation was explained by the teacher.,[ 1.8159103  3.1431575  2.2318695 ...  1.1978543 -1.3695978  1.2722821],"[ 0.18952386  2.0510762   0.9933503  ... -0.15853646 -3.4563112
  2.8335588 ]"
613,People walked steadily,She bought four dresses.,"[ 1.5383469  -1.4277477  -1.0888829  ... -1.6357898  -0.13802965
  0.75471395]","[ 1.1704438  -0.13140152  0.2673862  ... -2.1918302  -4.3924093
  2.7133777 ]"
614, He planted several flowers.,He met all the deadlines.,"[ 0.2169005   3.0568945   1.2805125  ... -0.36779052 -0.62865794
  2.5371578 ]","[ 0.78798884  3.5540287   0.7145135  ... -0.37423873  0.5947747
  1.7276872 ]"
615,The world did not address global issues collaboratively.,He resolved conflicts effectively.,[-2.9734547  2.7164989 -1.0463712 ... -1.0204719  0.7141449  1.9042273],[ 1.7315727  7.88088   -0.6533915 ... -1.5987718  0.9884125  4.1505713]
616,She repaired the appliance.,The politician proposed a new law.,"[ 2.4397526   6.0362864   0.7153736  ... -0.91225326 -0.57545257
  2.4565308 ]","[ 0.5326711   5.455436    0.21768114 ... -1.2406017   0.7582362
  0.01994821]"
617,They are students.,The salesperson made a sale.,[-2.343619   3.7049472  2.692993  ...  0.7506826 -4.7084045  3.3005662],"[-0.14953303  2.5300577   3.3462088  ... -0.986977    2.7283013
  1.1371553 ]"
618,The rain was light.,The defendant pleaded not guilty.,"[ 2.3544436   0.19578071  2.3225513  ... -0.7634463  -3.7119288
  0.50415456]","[-0.7936097   3.5331466  -1.218313   ...  1.5020341  -0.09590451
  1.8053374 ]"
619,The river did not flow smoothly,The objective is realistic.,"[ 2.79868     1.226024   -0.99038124 ... -0.48766384 -3.6873825
  0.8652676 ]","[-0.6947943   3.810004    0.6563011  ... -0.3660866   0.28271252
  1.3533356 ]"
620,The passenger enjoyed the comfortable ride.,They dance the tango,"[ 3.8756275   1.4413292   0.82765675 ... -1.7101656   2.5957909
  1.5008738 ]",[-0.2718297 -1.0885755 -0.6786089 ...  1.4998333 -2.9581592  3.5417972]
621,The tea was aromatic and comforting.,The sunset was magnificent.,[-1.8748955  2.2777612  4.249583  ... -1.0002706  0.5081483  2.4332662],"[-0.98536587 -1.3308079   3.3254898  ...  1.5291328  -1.9123399
  1.7406454 ]"
622,The worker completed their task.,A seagull flew above the waves,[ 3.3576145  1.7003946  2.0343122 ... -1.3214151  1.1495528  2.4152102],"[ 0.3224519   3.0835555   2.439354   ... -0.7574538  -0.11924964
  1.5496178 ]"
623,The economy might have grown.,The scientist made a significant discovery.,"[-0.81394815  1.4954726   1.4613537  ... -3.2070885  -0.22531569
  1.3020145 ]","[ 1.09209     5.1336474  -0.5449984  ... -1.5866896   1.0228748
 -0.50758946]"
624,The pen is under the desk.,The jacket is on the coat rack,"[ 2.1943765   6.578759    3.0334191  ... -1.8151597   0.15131734
  1.720216  ]","[ 1.778983    1.8840202  -0.05397723 ...  0.5194669   1.1180795
 -0.6885715 ]"
625,The mouse stealthily scurried behind the furniture., The impact is extremely powerful.,"[ 3.091664    1.5940601   1.6069981  ... -1.6174992   1.591788
  0.79503787]","[-0.7582004   5.474073    1.2721184  ...  0.46610478 -0.5991095
  0.41938958]"
626,The polar bears powerfully swam through the icy water.,The nurse cared for the sick.,"[-0.8286763   4.405956   -1.4293195  ... -0.50390667 -2.5666878
  0.463163  ]",[ 4.681063   4.391391   1.5529727 ... -2.0873122  0.5435292  2.6436222]
627,I believe you,The supporters were vocal.,"[-1.5424324   3.4532955   0.46265885 ... -0.93296534 -0.41846466
  2.2982538 ]","[ 0.65854055  0.9978415   0.86470383 ... -0.9492138  -3.0694633
  5.4823804 ]"
628,The path is unclear,The scientist discovered a new element.,"[ 0.37366617 -0.3270657   1.3635283  ... -0.05404752 -2.5509086
  1.9530413 ]","[ 0.9985274   7.0158424   1.034898   ... -0.47947696 -2.3139246
 -0.17278464]"
629, The evidence is overwhelmingly compelling.,The costume designer styles meticulously,"[ 0.20082863  3.9650564  -0.22630882 ... -0.58215714  3.5027266
  4.5986085 ]","[ 1.8708448  -1.8488468   0.15920718 ... -0.17921081  0.10106419
  0.9852363 ]"
630,The announcer clearly described the action.,The involvement was appreciated,"[ 1.4030077   0.60556877  1.5172031  ... -0.85189736 -1.1523812
  2.9554732 ]",[ 2.5015302  3.0509496  1.1265439 ... -1.515522  -2.0594485  2.1779647]
631,He can speak fluent French., She has read a considerable number of books this year.,"[-0.17702973  7.42917     0.8484816  ...  0.15265237 -0.01362625
  3.8753479 ]","[-2.3164883  -1.1224484   0.86022377 ... -1.4805274  -0.72614425
  3.4520311 ]"
632,The move was stressful.,The internet was down,"[-0.11338811  2.285359    1.7037086  ... -0.01488029  1.6316531
  2.6964822 ]","[ 0.66996634  2.3883634   1.4736402  ... -0.40906948 -1.7962922
  1.824538  ]"
633,She may feel better soon.,The windsurfer sailed skillfully,[ 1.1175188  5.74038    2.3584821 ... -1.0689442 -1.0605069  2.3002229],"[ 2.2855177  -0.17752092 -0.337166   ... -0.99213856 -0.9797129
 -0.10470556]"
