,Sentence1,Sentence2,Sentence1_embedding,Sentence2_embedding
538,The neighbors helped each other.,The neighbors did not help each other.,"[ 4.0466743   3.324916    1.1475083  ... -0.27678248  0.53893906
  1.9889231 ]",[ 3.9832752  2.5927272  0.1831035 ... -0.3270101 -0.6711583  3.0326116]
539,The community supported a local charity.,The community did not support a local charity.,"[ 3.3902504  -0.09412128  0.7304104  ... -0.7858618  -3.6325195
  2.1498091 ]","[ 1.7562472   1.975732   -0.2986034  ... -0.48286575 -2.997407
  2.790454  ]"
540,The volunteers contributed their time.,The volunteers did not contribute their time.,"[ 4.916237    3.992555    1.4507623  ...  0.6734821  -2.8527586
  0.29106042]","[ 4.9338903   4.6801634   0.95245373 ...  0.46028602 -1.4446284
  0.92767215]"
541,The organization achieved its goals.,The organization did not achieve its goals.,[ 4.3330073  4.133614   1.130907  ... -0.3803853 -1.7823516  2.289757 ],"[ 2.9949646   3.7359002   0.8942709  ...  0.13169076 -1.7613947
  2.219809  ]"
542,The project was completed on time.,The project was not completed on time.,"[-0.45976827 -0.66291034  1.2425282  ... -0.9251183  -1.8463621
  0.97183424]","[-0.052571   -0.15437596  0.39108855 ... -0.0490659  -2.6446395
  1.2832725 ]"
543,The product launched successfully.,The product did not launch successfully.,"[ 0.71577215  2.095103    0.30204287 ... -1.3371525   1.4062598
  2.8875022 ]","[-0.27657238  3.442653   -0.15665415 ... -0.51480114  0.58446544
  3.6616342 ]"
544,The campaign generated positive results.,The campaign did not generate positive results.,"[ 1.7663039   1.4646281   0.5680154  ... -2.1572244   0.13121946
  1.9760953 ]",[ 1.5545318  2.369504  -0.7206679 ... -0.9990327 -0.6429844  2.9809191]
545,The advertisement increased brand awareness.,The advertisement did not increase brand awareness.,[ 1.18509    1.9973402  1.8450823 ... -2.119832  -0.6189136  1.701814 ],"[ 2.0226533   2.4405215   0.88335574 ... -1.5785849  -1.0728226
  3.47401   ]"
546,The marketing strategy worked effectively.,The marketing strategy did not work effectively.,[ 2.0447998  0.8841359  2.2408204 ... -2.4306452 -1.1356076  1.4772199],[ 2.1338716  1.4178516  0.5000123 ... -1.2515074 -1.1792111  2.3027172]
547,The sales team exceeded their targets.,The sales team did not exceed their targets.,[ 1.7003295 -1.0226487  1.8416394 ... -2.5896323 -2.7264915  3.1527464],[ 1.2549222  0.4446685  1.6669914 ... -1.2135053 -2.478587   3.4615984]
548,The company increased its market share.,The company did not increase its market share.,[ 3.14365    1.0778471  3.7943902 ... -1.2578468 -3.147919   4.354568 ],"[ 2.6314554   2.2609372   2.5684793  ... -0.49899292 -3.6975844
  3.9901302 ]"
549,The investor made a profitable investment.,The investor did not make a profitable investment.,[ 1.8245261  1.0806172  1.9284469 ... -3.0177815  2.3890035  1.9197184],[ 1.9197     2.5510297  1.5709734 ... -1.6666547  1.9278243  2.7295554]
550,The stock market rose significantly.,The stock market did not rise significantly.,"[ 1.1810467   0.57911223  2.4177554  ... -1.792298   -0.44121754
  3.283479  ]","[ 1.332015   -0.26457494  0.48680982 ... -0.9948005   0.4171631
  2.5766864 ]"
551,The economy grew steadily.,The economy did not grow steadily.,"[ 3.0915399   0.48606706  2.602337   ... -4.0406494   1.323154
  3.4062004 ]","[ 1.1676232   0.80659735  0.06906178 ... -3.6617405   0.5368895
  3.473862  ]"
552,The country improved its infrastructure.,The country did not improve its infrastructure.,[ 1.8929518  2.2055976  0.5082167 ... -2.2693305  1.1501427  2.9584663],"[ 0.6350667   3.2097247  -0.49122465 ... -1.6663725   1.0865185
  3.5768058 ]"
553,The world addressed climate change effectively.,The world did not address climate change effectively.,"[-5.1870980e+00  4.9639196e+00  4.0696120e-01 ... -6.1641449e-01
  1.1958395e-03  2.4949400e+00]","[-4.437785    4.360716   -0.7269623  ... -0.5259105  -0.24931884
  2.7189837 ]"
554,The scientists discovered a new planet.,The scientists did not discover a new planet.,"[ 0.22901392  4.4360476   1.5038041  ... -0.7999135  -2.6713183
 -0.5125976 ]","[ 0.8408668   4.3516693   0.45523772 ...  0.27913302 -2.7126834
  0.22795868]"
555,The explorers discovered a new land.,The explorers did not discover a new land.,"[ 1.7742555   1.9383543   1.9968559  ... -1.2892513   0.71808237
 -0.01292533]","[ 1.2205889   2.3067975   0.7210245  ... -0.2569475   0.33120432
  0.7576258 ]"
556,The adventurers climbed a challenging mountain.,The adventurers did not climb a challenging mountain.,"[ 2.7234287   1.2915584   0.16890778 ...  0.52974087 -2.400654
  2.3403418 ]","[ 3.2056947   1.2857261  -0.38300166 ...  0.11350054 -1.1901112
  2.4941955 ]"
557,The travelers visited exotic locations.,The travelers did not visit exotic locations.,[ 1.0962131  0.4156159  1.7923752 ... -0.7674298  2.897486   3.3610132],"[ 2.354384    0.85598546  0.28795224 ... -0.04741517  2.9008958
  2.9458778 ]"
558,The tourists enjoyed their vacation.,The tourists did not enjoy their vacation.,"[ 4.0767865  -2.1900165   0.7214748  ... -0.8882516   0.14107113
  3.7089589 ]","[ 4.2074018  -0.9794375  -0.9289427  ... -0.38563713 -0.23881532
  3.6839023 ]"
559,The photographer captured stunning images.,The photographer did not capture stunning images.,"[-3.0269964  -1.0169731   0.68193907 ...  0.26142475 -1.2110842
  2.1652548 ]","[-2.7627904   0.15513991  0.39826614 ...  1.0801753  -0.43587047
  2.3534238 ]"
560,The artist sculpted a magnificent statue.,The artist did not sculpt a magnificent statue.,[-2.0357442  1.1436181  0.5415934 ... -2.7609208  1.7579902  1.4915506],"[-1.6304965   2.8473182  -0.21445245 ... -1.3746368   0.8732465
  2.0745869 ]"
561,The musician conducted a world-renowned orchestra.,The musician did not conduct a world-renowned orchestra.,"[-0.52769417  2.0895636   0.35209772 ... -0.9506198   0.9232468
  1.649201  ]","[-0.16492777  3.7413275  -0.31314728 ... -0.8336577   1.1237092
  2.4503143 ]"
562,The writer received a prestigious award.,The writer did not receive a prestigious award.,"[ 2.2036855   5.6933136   0.7534729  ... -0.71729285  1.2179348
  3.3561368 ]","[ 3.3871644   5.5401034   0.9461193  ... -0.43829477  1.2932771
  2.0305505 ]"
563,The actor won an Academy Award.,The actor did not win an Academy Award.,[3.0525055 4.860942  1.701358  ... 1.195467  1.8810822 4.189454 ],[3.7638445  4.935715   2.1307313  ... 0.04411067 2.0342886  4.818803  ]
564,The director created a critically acclaimed film.,The director did not create a critically acclaimed film.,"[-0.5703752   2.5559871  -1.1374234  ... -1.0708134   0.92474544
  2.5477827 ]","[ 0.9940704   4.173092   -0.79175407 ... -0.53399265  1.252116
  2.552172  ]"
565,The producer created a successful television show.,The producer did not create a successful television show.,"[ 0.7118379   1.4316422  -0.30833018 ... -2.286077    0.4356153
  3.1778367 ]","[ 0.72876453  3.170528   -0.5608831  ... -1.238704    1.2520021
  2.8204846 ]"
566,The composer wrote a beautiful symphony.,The composer did not write a beautiful symphony.,"[ 1.1209834   3.4054346   2.1103902  ... -5.245803    0.87842894
  0.3399268 ]","[ 1.850099    2.6206868   1.7809076  ... -3.6249561   1.1087329
  0.20240359]"
567,The singer performed a captivating concert.,The singer did not perform a captivating concert.,"[-1.8768747  -0.6803414  -0.08303453 ... -1.2378414  -2.250775
  1.7651008 ]","[ 0.54537106  1.1827397  -0.73940814 ... -0.8006546  -1.2587073
  1.7352123 ]"
568,The dancer moved gracefully across the stage.,The dancer did not move gracefully across the stage.,"[ 0.37103873 -0.24829793 -0.6181184  ...  2.0025346  -2.035847
  2.7718604 ]","[ 1.5446383   1.1308889  -0.43943483 ...  1.6630621  -1.5290343
  3.1144962 ]"
569,The athlete broke a world record.,The athlete did not break a world record.,"[ 1.5807868   6.5396295  -0.5276753  ... -0.90455306  0.9510805
  1.9364363 ]","[ 1.7073038   5.8541064  -0.8034579  ... -0.15889229  0.13170326
  2.9186053 ]"
570,The team won the championship.,The team did not win the championship.,"[ 3.3660457   2.2999668  -0.45638743 ... -0.8800557  -1.45934
  5.971913  ]",[ 3.204834   1.9909472 -1.2466053 ... -0.6044397 -2.5768383  6.1082172]
571,The student earned a scholarship.,The student did not earn a scholarship.,[ 2.6029856  5.511374   3.7122936 ... -1.5822415  1.9290231  2.8339424],[ 1.9343077  5.479967   2.2296722 ... -1.4988077  1.4720081  3.0477998]
572,The teacher received an award for excellence.,The teacher did not receive an award for excellence.,"[ 0.9190606   6.629586    1.1259893  ... -3.3248749  -0.17149708
  3.3029099 ]","[ 2.590968    7.0872154   0.9490881  ... -2.0406127   0.11376941
  3.2403145 ]"
573,The parent supported their child’s dreams.,The parent did not support their child’s dreams.,[ 1.8538989  4.650436  -0.8205862 ... -0.7137287 -2.186921   2.591375 ],"[ 2.2784553   5.0944533  -0.79672754 ... -0.3541116  -2.1162276
  2.8420157 ]"
574,The friend offered encouragement and support.,The friend did not offer encouragement and support.,"[ 4.3816333   6.4920197   2.209428   ... -1.5842711   2.9211903
  0.46841553]",[ 4.5040197  6.8117175  1.462484  ... -1.639161   2.5205002  1.506741 ]
575,The community came together to help those in need.,The community did not come together to help those in need.,"[-0.4239932   2.9595323   0.48666024 ... -0.5572958  -2.8733323
  0.5144361 ]","[ 0.57054085  4.181153   -0.07363287 ... -0.6446965  -1.7859789
  2.2855694 ]"
576,The organization made a significant contribution.,The organization did not make a significant contribution.,"[ 2.6568103   2.5030727   0.6253781  ... -0.48808798 -0.27846283
  0.21097004]","[ 2.795763    2.7883284   0.63626796 ... -0.41042417  0.3696492
  1.6193227 ]"
577,The volunteers dedicated their time to a worthy cause.,The volunteers did not dedicate their time to a worthy cause.,"[ 5.4768453   3.266006    1.4339005  ... -0.47339588 -3.727286
  0.11008705]","[ 4.561898    5.1154714   0.43368378 ...  0.52118266 -1.4823823
  0.2807715 ]"
578,The sun warmed the earth.,The sun did not warm the earth.,"[-0.22326253  3.3841097   2.5589077  ... -0.6950469  -2.2665205
  3.718425  ]","[ 0.62015563  3.1894214   0.80588    ...  0.6920103  -3.5780811
  4.427199  ]"
579,The rain cooled the air.,The rain did not cool the air.,"[ 2.4016082   1.099013    1.9758915  ... -0.39207146 -3.3627245
  0.78477436]",[ 2.92631    2.7837873 -0.1802403 ... -0.9205178 -4.405065   2.7089558]
580,The wind blew the leaves.,The wind did not blow the leaves.,"[ 3.480344    2.1954381  -0.45948136 ...  0.46445885 -1.5943054
  1.4548608 ]","[ 4.5600247   2.2857156  -0.96530414 ...  0.16419417 -1.8976132
  1.8867047 ]"
581,The snow covered the landscape.,The snow did not cover the landscape.,"[-0.5238898  -2.1304307  -0.23202622 ... -2.9522505  -0.1503958
  0.815216  ]",[ 0.827813  -1.4514303 -1.3371423 ... -1.8990033 -0.8251697  2.3793905]
582,The ice melted in the sun.,The ice did not melt in the sun.,[ 1.9699105  3.633921   2.4217904 ... -2.0083005 -1.2675098  1.811413 ],"[ 1.9378878   2.8042042   0.7109925  ... -1.4268923  -0.97927064
  2.5291936 ]"
583,The river flowed to the sea.,The river did not flow to the sea.,[ 1.7560418  3.4968944  1.8167084 ...  1.1316282 -1.6710341  1.4809768],"[ 2.198633    2.841938    0.13751459 ...  0.8712116  -2.3000166
  1.7759216 ]"
584,The ocean waves crashed on the shore.,The ocean waves did not crash on the shore.,[ 0.7669533  3.194445   1.2133303 ...  2.0186446 -1.3332002  1.7668059],"[ 1.6580076   3.639634    0.04320383 ...  1.7554102  -1.7075777
  2.2726007 ]"
585,The mountains rose majestically.,The mountains did not rise majestically.,[ 1.0744045  1.9317816 -1.2657106 ... -1.0494624 -1.2934077  2.0395758],[ 1.960835   1.7436179 -2.24537   ... -0.5482595 -1.6667548  2.1436348]
586,The trees stood tall and proud.,The trees did not stand tall and proud.,"[-2.5714824  -0.37951407  0.5626752  ... -1.593768   -2.5303612
  0.41785893]",[-0.8492224  1.5166241 -1.2414532 ... -1.2117349 -2.2519288  1.335114 ]
587,The flowers bloomed brightly.,The flowers did not bloom brightly.,"[ 2.0921304   1.2849203  -0.11938503 ...  0.12029344 -4.0439687
  1.724338  ]","[ 2.825313    1.5624468  -1.5842396  ...  0.18878348 -4.543327
  3.1051552 ]"
588,The birds sang their sweet songs.,The birds did not sing their sweet songs.,[ 1.0442952  2.2993653 -1.451683  ... -3.3548837 -2.5841095 -1.0632381],[ 1.098989   2.5044038 -2.5590234 ... -3.0678718 -1.5514891  1.0566847]
589,The animals roamed freely in the wild.,The animals did not roam freely in the wild.,"[ 0.70445263  1.367462   -0.8299374  ...  0.12913872  1.6862285
  2.4461105 ]","[ 0.6743531   1.1787498  -2.0481231  ... -0.41000557  2.3475766
  2.697226  ]"
590,The insects buzzed around the flowers.,The insects did not buzz around the flowers.,"[ 1.1819149   0.64523256 -1.6197383  ...  0.11445647 -1.5186769
  2.2576437 ]",[ 2.637747   2.1996324 -1.5386176 ...  0.1995906 -1.6569774  2.8858664]
591,The fish swam in the clear water.,The fish did not swim in the clear water.,"[ 0.24863821  1.6442522   0.36700833 ...  0.39721778 -3.64094
  2.3935237 ]","[ 5.0138342e-01  2.7185345e+00 -2.2275448e-03 ...  6.9895810e-01
 -1.8314024e+00  3.6637816e+00]"
592,The whales sang their haunting songs.,The whales did not sing their haunting songs.,"[-0.30133256  2.414055    0.11857409 ... -2.7730813  -2.6296704
 -1.7781618 ]","[-1.1540455   3.1431434   0.03918807 ... -2.2697794  -1.7591388
 -0.55816853]"
593,The dolphins leaped and played in the ocean.,The dolphins did not leap and play in the ocean.,"[-1.3543098   4.0455894  -0.33228272 ... -1.149422   -1.9982374
  2.059618  ]","[-0.13346681  2.8475397  -0.55619043 ... -0.32494217 -1.4773494
  2.9811127 ]"
594,The seals basked in the sun on the rocks.,The seals did not bask in the sun on the rocks.,"[-2.3414967   1.5263699   0.32081854 ... -0.97956026  0.9483067
  2.5551586 ]","[-1.8402972   3.112098   -0.45271847 ... -1.2596785   1.2080206
  2.29705   ]"
595,The penguins waddled on the ice.,The penguins did not waddle on the ice.,"[-1.2427647  -1.0761917  -0.47132578 ... -1.0176404  -0.08368486
  1.4837425 ]","[-0.64207697  0.04524188 -0.7917358  ... -1.5264701  -0.18953562
  2.1354978 ]"
596,The bears hibernated during the winter.,The bears did not hibernate during the winter.,"[ 0.11608067 -0.02675584 -3.1501017  ... -2.384802    1.6799406
  3.3557458 ]","[ 0.19451265 -0.22636631 -2.72621    ... -2.6010137   2.2582777
  5.1541815 ]"
597,The lions hunted their prey.,The lions did not hunt their prey.,"[ 0.41095495  3.238671   -1.5417423  ... -1.3749291  -2.4353154
  1.9638397 ]","[ 1.1014997   2.8095105  -1.9589429  ... -1.2176349  -0.78293896
  3.79626   ]"
598,The elephants migrated across the savanna.,The elephants did not migrate across the savanna.,"[-0.26841292  2.4182842   0.72461    ... -1.1378711   0.15755539
  2.6412978 ]","[ 0.11973657  2.90035     0.2059187  ... -1.3039186   0.05336422
  2.860323  ]"
599,The giraffes reached the highest branches.,The giraffes did not reach the highest branches.,"[-0.84577096 -0.77779186  2.3650339  ... -0.53471863 -0.852237
  1.5746416 ]","[-1.5896449  -0.22274546  1.1564833  ... -0.68043613 -1.0699403
  2.2346816 ]"
600,The zebras grazed peacefully in the grassland.,The zebras did not graze peacefully in the grassland.,[-1.4213648 -1.8161966  1.5436597 ...  0.7037577 -1.0689065  5.355209 ],"[-1.6583475  -0.01239536  0.6478204  ...  0.3610803  -1.4224356
  5.335744  ]"
601,The monkeys swung through the trees.,The monkeys did not swing through the trees.,"[ 1.8779008   1.0316933  -0.26401046 ... -0.18447146 -0.8238416
  1.0734639 ]","[ 2.173579    2.7701306  -0.4265175  ... -0.13058156 -0.75641423
  2.0648637 ]"
602,The gorillas sat quietly in their habitat.,The gorillas did not sit quietly in their habitat.,"[-0.53093696 -1.7115924   0.6803782  ... -0.2922659   2.5241568
  2.9761178 ]","[ 0.06337797  1.3906646  -0.26822945 ... -0.7304564   2.2702932
  2.8043802 ]"
603,The chimpanzees used tools to their advantage.,The chimpanzees did not use tools to their advantage.,"[ 1.2467334   3.7576077   0.62936145 ... -0.45118356  2.0362818
 -0.77728826]","[ 1.736437    3.7995656   0.65787727 ...  0.29945153  1.4326831
 -0.32065448]"
604,The orangutans built nests high in the trees.,The orangutans did not build nests high in the trees.,"[ 2.0707052   0.9287668   0.27140066 ...  0.40304396 -0.8475596
 -1.1383581 ]","[ 2.0068166   1.752606   -0.54231566 ...  0.17197481 -0.33176714
 -0.7553378 ]"
605,The parrots squawked loudly in the aviary.,The parrots did not squawk loudly in the aviary.,"[-1.5232509   0.38341227  0.645485   ... -1.0815924  -0.871424
  1.8699316 ]","[ 0.02059306  1.2819791  -0.05810778 ... -1.2297065  -0.68549466
  2.0143738 ]"
606,The owls hooted softly in the night.,The owls did not hoot softly in the night.,"[ 0.6194185  -1.6009331  -0.780175   ... -2.8170533  -0.2564291
  0.94619733]","[ 0.29493234 -0.785074   -1.1067718  ... -2.5897405   0.13084783
  2.4956532 ]"
607,The eagles soared high above the mountains.,The eagles did not soar high above the mountains.,"[ 0.25123546  1.4246745   1.4949033  ... -1.4759009  -1.698107
  3.2234595 ]","[ 0.05924051  2.0736055   0.5332603  ... -1.7873589  -1.3675029
  3.8405633 ]"
608,The hawks circled overhead searching for prey.,The hawks did not circle overhead searching for prey.,[ 0.523433   1.8752352  1.2483727 ... -1.816239  -2.4198778  0.8082198],[ 1.5480843  1.9385521  1.0427867 ... -2.1040766 -1.0169802  2.202077 ]
609,The falcons dived swiftly to catch their prey.,The falcons did not dive swiftly to catch their prey.,"[ 0.12332437  4.191389   -1.6266693  ... -0.96461225 -1.9414432
  1.4031364 ]","[ 0.74260473  3.8854015  -1.7372605  ... -1.2264953  -1.702073
  1.7359143 ]"
610,The vultures circled above the carcass.,The vultures did not circle above the carcass.,"[-2.15089     1.2632337   0.69612974 ...  0.94161433 -3.4218874
  2.301704  ]","[-1.4472927   2.0260777   0.58172846 ...  0.3564806  -2.439072
  3.3308003 ]"
611,The wolves hunted in packs.,The wolves did not hunt in packs.,"[ 0.02425754  2.6451478  -1.5822357  ... -2.405674    0.13694952
  1.0113741 ]",[ 0.6941651  1.9386313 -1.5336691 ... -1.6405102  0.7584942  2.351926 ]
612,The foxes stalked their prey silently.,The foxes did not stalk their prey silently.,"[ 1.1762371  -0.6364206   1.1268487  ... -0.46123064 -2.1653824
  2.1595478 ]","[ 1.2372038   0.26277512 -0.01862841 ... -1.0487163  -1.7849646
  3.0179484 ]"
613,The rabbits hopped quickly through the field.,The rabbits did not hop quickly through the field.,"[ 2.8721898   0.77647823  0.1370587  ...  0.17178732 -0.9658824
  3.1045184 ]","[ 2.0726323   0.92085534 -0.60900766 ... -0.26510796 -1.4460967
  3.6935763 ]"
614,The deer grazed peacefully in the forest.,The deer did not graze peacefully in the forest.,"[ 1.3775011  -2.720026   -0.03890188 ... -1.3486911   1.6850853
  2.716873  ]","[ 0.88004285 -0.6343053  -1.3932112  ... -1.5289272   1.3602575
  3.4335515 ]"
615,The squirrels buried acorns for the winter.,The squirrels did not bury acorns for the winter.,"[ 0.16674173  1.8640251  -0.13568637 ... -3.8591723   0.93082696
  0.83916205]","[ 0.09474242  1.558982   -0.13525395 ... -3.0870473   0.85767436
  1.2794851 ]"
616,The mice scurried through the walls.,The mice did not scurry through the walls.,"[ 2.5930855   1.2202016   0.2802024  ... -0.84627205 -1.1120815
  1.0180101 ]","[ 2.5822763   3.1853082   0.19003598 ... -0.9397852  -1.0579735
  2.2270517 ]"
617,The rats avoided the traps.,The rats did not avoid the traps.,[ 3.9526443  4.743748   0.8206796 ... -0.6272495 -1.3248717  1.2597892],"[ 2.9238596   4.521796    0.3106355  ... -0.40084797 -1.159482
  1.5827038 ]"
618,The snakes slithered through the grass.,The snakes did not slither through the grass.,"[ 0.74067867 -0.17150815  0.85284394 ... -0.28702086 -1.9372768
  2.5371835 ]","[ 1.0631046   1.6895396  -0.08605862 ... -0.85424024 -1.7617862
  3.1340587 ]"
619,The lizards basked in the sun.,The lizards did not bask in the sun.,"[-2.768392    0.43801916  1.3595521  ... -0.01243018 -1.819576
  4.555917  ]","[-1.7642599   1.3533477   0.76831025 ... -0.4423732  -1.0687208
  4.538776  ]"
620,The turtles slowly made their way across the sand.,The turtles did not slowly make their way across the sand.,"[ 0.8824169  -0.4904644   1.1406155  ... -0.73395634  0.62656176
  1.8618431 ]","[ 0.23518233  0.6063641   0.21208827 ... -0.8158435  -0.12570527
  3.0990353 ]"
621,The frogs leaped into the pond.,The frogs did not leap into the pond.,"[ 0.23699069  2.6848338   0.13300347 ...  0.26051873 -3.3523395
  4.9877863 ]","[ 0.00834005  2.791427   -0.3937847  ...  0.32576483 -3.212541
  5.526136  ]"
622,The toads hopped clumsily across the lawn.,The toads did not hop clumsily across the lawn.,"[ 1.6788545  -1.2404962   0.90069944 ... -0.26844147 -0.19950876
  3.5045156 ]","[ 1.4511185  -0.078258    0.09498161 ... -0.59489197 -0.686198
  4.33503   ]"
623,The insects crawled on the leaves.,The insects did not crawl on the leaves.,"[ 3.0138624   1.0847586   0.23884723 ...  0.3900679  -2.3341982
  3.7764363 ]","[ 3.7301128   2.2958689  -0.9810985  ...  0.24816173 -1.9784249
  4.0922174 ]"
624,The spiders spun intricate webs.,The spiders did not spin intricate webs.,"[ 2.833807   -0.57853776  0.23260252 ...  0.62372136 -2.818663
  1.4091686 ]","[ 3.7380924   0.4875164  -0.44725177 ...  0.5736278  -2.8076081
  1.9696121 ]"
625,The ants carried food back to the colony.,The ants did not carry food back to the colony.,[ 3.9176068  3.895317   2.3331926 ... -1.154697   2.9803157  0.3323068],[ 4.062608   3.5845802  1.3778145 ... -1.0622652  2.178892   1.1558869]
626,The bees pollinated the flowers.,The bees did not pollinate the flowers.,"[ 2.276276    3.2872922   1.7850479  ...  0.40194482 -2.0228798
 -0.97278637]","[ 1.5259924   3.6395013   0.05085986 ...  0.08419064 -1.5037156
  0.68347925]"
627,The butterflies fluttered among the flowers.,The butterflies did not flutter among the flowers.,"[ 2.4115696  -0.70391375 -1.5190717  ...  0.58827716 -2.3348012
  1.4771906 ]","[ 2.3785644   0.46520287 -2.2118666  ...  0.41826832 -1.3264098
  2.0410585 ]"
628,The dragonflies zipped through the air.,The dragonflies did not zip through the air.,"[ 1.8354543  -0.48872873 -1.0315727  ...  0.80167174 -3.0662856
  1.7248908 ]","[ 1.7852962   0.00499645 -1.7383337  ...  0.54070604 -2.7561593
  2.6358116 ]"
629,The moths flew towards the light.,The moths did not fly towards the light.,"[ 1.7151363   1.8390914  -0.42381722 ... -0.04730403 -1.94
  0.32522917]","[ 2.578073    2.141854   -0.6134893  ... -0.06761168 -1.6212734
  1.3717359 ]"
630,The crickets chirped in the night.,The crickets did not chirp in the night.,"[ 0.6408302  -0.9673586  -1.3822007  ... -1.2358314  -0.49568176
  0.10918991]","[ 1.125314   -0.02070367 -1.7673092  ... -1.2509221  -0.37807706
  0.9934252 ]"
631,The grasshoppers hopped through the field.,The grasshoppers did not hop through the field.,"[ 2.7096114   0.02269363  0.7983228  ...  0.4624896  -1.8073652
  3.6365254 ]","[ 1.4895657   1.3503325   0.1112268  ... -0.03563367 -2.4469182
  3.9532633 ]"
632,The beetles crawled on the ground.,The beetles did not crawl on the ground.,"[ 1.8527863   0.3566419   0.5739951  ... -0.69197184 -1.1177288
  2.72751   ]","[ 1.8013989   1.3838679  -0.74586725 ... -0.7803988  -0.9311975
  3.4456947 ]"
633,The ants marched in a single file line.,The ants did not march in a single file line.,"[ 3.4549549  -1.9917169  -0.6607135  ...  0.11047361 -0.8325588
 -1.8716507 ]",[ 3.6440735 -0.8014826 -1.0330433 ... -0.8881387 -1.5958238 -1.1126425]
634,The bees collected nectar from the flowers.,The bees did not collect nectar from the flowers.,"[ 2.7812953   1.7547632  -0.70676583 ... -0.15197353 -1.83044
 -0.91001385]","[ 2.879769    2.717149   -0.6876868  ...  0.8922909  -1.1364938
  0.33145693]"
635,The butterflies landed gently on the flowers.,The butterflies did not land gently on the flowers.,"[ 4.1635084   0.61285573 -1.6883082  ... -0.41717958 -0.90562284
  1.7159667 ]","[ 2.9903915   0.6276007  -2.2190263  ... -0.43277282 -1.6444976
  2.7668521 ]"
636,The dragonflies hunted mosquitoes.,The dragonflies did not hunt mosquitoes.,"[ 2.2867372   0.82334024 -0.7798868  ... -0.73388773 -2.826135
  3.804842  ]","[ 2.283008    0.5289375  -1.6771712  ... -0.42210427 -2.6093614
  4.2223363 ]"
637,The moths were attracted to the light.,The moths were not attracted to the light.,"[ 2.4246178   2.3824325   0.35295206 ...  0.06180147 -1.7087911
 -0.50509775]","[ 2.849845    2.1898134   0.28272012 ... -0.08282416 -1.6576669
 -0.3436677 ]"
638,The crickets sang their nightly song.,The crickets did not sing their nightly song.,"[ 0.10543591  0.20653841 -2.54814    ... -2.3152378  -2.1839876
 -0.4060579 ]","[ 0.6858121   0.6212684  -2.821754   ... -1.990649   -1.1717732
  0.51796395]"
639,The grasshoppers ate the leaves.,The grasshoppers did not eat the leaves.,[ 2.4086404  1.3233162  1.2656472 ...  0.0545207 -2.7208924  2.4197226],"[ 1.9964327   1.762463    0.274401   ...  0.03680412 -2.264133
  3.1955693 ]"
640,The beetles burrowed into the ground.,The beetles did not burrow into the ground.,"[ 1.7197073   1.4915177   0.39511964 ... -1.0427619  -1.72372
  2.5394883 ]","[ 1.1425958   2.2045941  -0.69155324 ... -1.4457192  -0.7931412
  3.2048333 ]"
641,The worms ate the soil.,The worms did not eat the soil.,"[ 1.7440096   4.1295557   2.4896402  ... -0.49948826 -0.3325346
  1.8069412 ]","[ 1.3172312   4.1422386   1.7299688  ... -0.24089213 -0.3436389
  2.7101748 ]"
642,The snails left a slimy trail.,The snails did not leave a slimy trail.,"[ 2.047185   -1.3862929   2.4589288  ... -0.53540355 -1.597925
  1.1252435 ]","[ 2.7322998  -0.23002261  0.96442395 ... -0.21823917 -1.4341817
  1.3163508 ]"
643,The slugs ate the leaves.,The slugs did not eat the leaves.,"[ 0.4871327   1.4351637   0.51331156 ... -1.2906636  -0.39988634
  1.2797601 ]","[-0.17949563  1.7336755  -0.15730196 ... -0.8361739  -0.12617141
  1.9786328 ]"
644,The spiders spun webs to catch their prey.,The spiders did not spin webs to catch their prey.,"[ 3.0903254   3.441942   -0.24316941 ... -0.35036957 -3.2953105
  2.136653  ]","[ 3.7314832   2.9362512  -0.44690835 ... -0.72225994 -2.7169175
  2.6774948 ]"
645,The ants communicated through pheromones.,The ants did not communicate through pheromones.,[ 3.8920238  4.23156    3.6233172 ...  0.3495144 -1.9452926 -0.7564317],"[ 4.104462    4.4036818   2.7910743  ... -0.23498672 -1.9380757
  0.0201096 ]"
646,The bees danced to communicate the location of food.,The bees did not dance to communicate the location of food.,"[ 1.9233313   3.6892083  -0.806739   ... -0.724507   -0.90648144
 -0.9933404 ]",[ 1.8620077  3.6615725 -1.0872774 ... -0.5240764 -0.6705515 -0.419171 ]
647,The baker skillfully kneaded the dough.,The baker did not skillfully kneaded the dough.,[ 0.5374286  3.9495435 -1.2296962 ... -2.8468072 -0.7658927  1.92964  ],"[-0.68280625  3.345356   -0.95026743 ... -1.7997476  -0.6667719
  2.890707  ]"
648,The chef expertly seasoned the dish.,The chef did not expertly season the dish.,[-0.2998741  4.727318   3.2259786 ...  0.5322457 -0.6282534  2.2784114],"[ 0.46302143  4.4587483   1.5578978  ...  0.9227068  -0.83542806
  3.2594543 ]"
649,The artist meticulously painted the portrait.,The artist did not meticulously paint the portrait.,"[-0.02880423 -0.3761401   1.0791093  ... -1.5259765   0.5195972
  1.3351122 ]","[-0.9164359  -0.08201161 -0.20817171 ... -1.1886325   0.7783655
  1.8201512 ]"
650,The musician passionately played the violin.,The musician did not passionately play the violin.,"[ 0.5705231   5.598828    0.04625048 ... -1.4786832  -1.3218516
  1.6500114 ]","[ 1.2286851   5.6531825  -0.88951427 ... -1.0563724  -0.05442219
  2.6457841 ]"
