,Sentence1,Sentence2,Sentence1_embedding,Sentence2_embedding
508,The secretary answered the phone.,The phone was answered by the secretary.,"[ 1.5517931   6.0529633   1.3659018  ... -1.2262549  -0.07122848
  2.7754772 ]","[-0.91032505  6.044651    2.8897982  ...  0.7711863  -1.0323485
  1.1207751 ]"
509,The manager delegated the tasks.,The tasks were delegated by the manager.,"[ 3.1607854   0.6032322   1.950195   ... -0.11140192  1.3640794
  2.6376016 ]",[1.407412   0.90254056 2.8973246  ... 0.12815921 0.45685047 1.2968333 ]
510,The employee finished the project.,The project was finished by the employee.,[ 2.4475222  1.2848724  2.6964529 ... -1.7050085  0.1297466  3.4399502],"[ 0.12556893 -0.62567705  1.8660934  ... -1.5603048  -0.44055802
  2.8110442 ]"
511,The customer ordered the food.,The food was ordered by the customer.,[0.25311184 2.9114513  2.518646   ... 0.54928064 0.35407254 3.6705596 ],[-0.8798744  2.9717338  1.8864565 ...  1.1903676 -1.1939092  2.9069192]
512,The waiter delivered the food.,The food was delivered by the waiter.,[2.6771362  2.5539734  2.7922695  ... 0.6526843  0.77052045 0.54419017],"[ 0.5166489   3.7380054   1.8904674  ... -1.3828852   0.02647239
  1.2948074 ]"
513,The chef created the recipe.,The recipe was created by the chef.,"[ 0.82306653  2.9876347  -0.05627303 ... -0.27002758 -1.482649
  2.230976  ]","[ 0.6623652   3.2593303  -0.51981366 ...  0.06261884 -1.015127
  3.3118792 ]"
514,The baker made the cake.,The cake was made by the baker.,"[-0.4108952   0.9795702   1.3262179  ... -1.988409    0.94716865
  2.1408741 ]",[ 0.2519694  1.8925855  2.5610642 ... -0.9318941  1.0684123  3.1958165]
515,The musician performed the concert.,The concert was performed by the musician.,"[ 0.25172806  1.8092891  -0.9013379  ... -1.6760855  -2.2356536
  3.1851225 ]","[-1.0498023   0.35198683  0.2744222  ... -1.204705   -2.901065
  2.3298593 ]"
516,The singer recorded the album.,The album was recorded by the singer.,"[-1.3505825   1.4028692   0.6489473  ... -0.40241316  1.1950885
  2.3237782 ]","[-1.8961133  -1.3393519   0.15688182 ... -0.21909297  0.6216902
  2.2221222 ]"
517,The dancer choreographed the routine.,The routine was choreographed by the dancer.,"[ 0.07913776  0.07398289  0.5169172  ...  1.0407907  -1.1413239
  3.041035  ]","[ 0.6376431   0.74055606  0.15092671 ...  1.3549659  -0.81838715
  2.6142955 ]"
518,The actor memorized the lines.,The lines were memorized by the actor.,[0.92451996 3.9120746  0.3805106  ... 0.6173811  0.5509395  2.8212166 ],"[-2.0232313   0.41197002 -0.39007303 ...  0.60221684 -0.8046234
  0.5862631 ]"
519,The writer developed the characters.,The characters were developed by the writer.,"[ 1.303687    0.34386727  0.3658885  ... -0.52294123 -0.8501429
  1.0945283 ]","[-0.37967944 -1.1828846   0.46929702 ... -0.26658675 -0.98246175
  1.6024034 ]"
520,The director filmed the movie.,The movie was filmed by the director.,"[ 1.0631224   1.5535263   1.678275   ... -0.5055397   0.38903847
  4.3768196 ]","[-0.8463281   1.0070212   0.78302515 ...  0.78430516  0.22067678
  2.9251108 ]"
521,The editor edited the film.,The film was edited by the editor.,"[ 2.269797    2.4889963   1.7436758  ... -0.22117122 -0.12763584
  2.8882248 ]","[ 0.21359968  1.9253254   1.4432955  ...  0.9359553  -0.28212363
  3.186241  ]"
522,The producer financed the film.,The film was financed by the producer.,"[ 0.34309825  2.0632527   0.7120915  ... -0.30394563  0.4237803
  3.4947765 ]","[-0.03784233  3.8981194   0.52131534 ...  0.8701738  -0.6724328
  3.3498597 ]"
523,The audience enjoyed the movie.,The movie was enjoyed by the audience.,"[ 0.7255606   0.7582259  -1.0657145  ... -1.1642077  -0.09569351
  4.0708466 ]","[-1.1287512   1.5530794   0.9012563  ... -0.56116056  1.1321073
  3.631966  ]"
524,The critic reviewed the film.,The film was reviewed by the critic.,"[ 2.6271102   0.08975756 -0.6176151  ... -0.1885014   0.30139017
  0.8416419 ]","[ 0.70403934  1.9076371   0.6348199  ...  0.8371651  -1.9488559
  3.5427146 ]"
525,The pilot flew the airplane.,The airplane was flown by the pilot.,"[ 0.09357289  5.474935    1.039813   ... -0.9042964  -0.2819713
  3.8890193 ]","[-0.8350856   5.546795    1.1194874  ... -0.18555355 -0.6362995
  3.3912501 ]"
526,The mechanic repaired the engine.,The engine was repaired by the mechanic.,[ 2.0769017  6.1999583 -0.5073668 ... -2.151676  -1.0324789  3.2510922],"[ 0.17807722  6.5415463   2.2581522  ... -1.516533   -1.268011
  2.5323715 ]"
527,The electrician wired the house.,The house was wired by the electrician.,[ 3.8891335  4.108791   1.3239973 ... -1.127544  -2.8398037  1.0142684],[ 0.4124459  1.7800708  0.7361823 ... -1.6195612 -1.5124247  2.4436798]
528,The plumber fixed the pipes.,The pipes were fixed by the plumber.,"[ 2.4751065   5.0262723   0.364751   ... -2.964564   -0.71929187
  0.00527694]","[ 1.0092123   4.7729235   1.940408   ... -1.2544519  -1.3723364
  0.02229427]"
529,The carpenter built the cabinet.,The cabinet was built by the carpenter.,"[ 0.8309183   1.3864701   0.9239779  ... -0.7095939   4.19612
 -0.12841119]","[-2.1139767   0.84922767 -0.07713313 ... -0.8601399   4.781162
  1.0704772 ]"
530,The painter painted the room.,The room was painted by the painter.,"[ 2.0228012  -3.0644      2.8949645  ... -2.2861967  -1.3288404
 -0.13252133]","[-0.55138695 -1.8934681   1.0401472  ... -1.0475945  -1.3549297
  0.87515324]"
531,The landscaper trimmed the hedges.,The hedges were trimmed by the landscaper.,"[ 2.5812721  -1.0702735  -0.315089   ... -1.0872848   0.31695312
  0.75443006]","[ 2.7062917  -1.0760465  -0.7616273  ... -1.009629   -0.9650866
  0.44261837]"
532,The gardener planted the flowers.,The flowers were planted by the gardener.,[ 1.9030516  0.2803374  2.274215  ... -0.7603325 -2.5582356  1.6129007],"[ 1.2473713   1.0844408   0.40203357 ... -0.5725294  -1.6872058
  1.3995283 ]"
533,The farmer harvested the corn.,The corn was harvested by the farmer.,"[-1.1815075   2.6487217   1.3826103  ...  0.6161999  -1.827579
  0.01571959]","[-1.0160024   3.3160598   1.9743879  ...  0.41272694  0.08873224
  1.415034  ]"
534,The chef cooked the dinner.,The dinner was cooked by the chef.,"[-0.43986472  3.5356312   0.54311484 ...  0.0113283  -2.4990938
  2.8300483 ]",[-1.4013126  1.6181285  0.5750631 ...  1.2024117 -1.3586826  1.6597065]
535,The waiter served the drinks.,The drinks were served by the waiter.,[ 2.2275395  2.6262128  3.5794384 ... -0.7413358  2.359513   2.2296512],"[-0.68851227  0.10071671  2.913169   ... -2.2464197   0.67658544
  1.5276895 ]"
536,The cashier processed the payment.,The payment was processed by the cashier.,"[ 0.9842324   4.832934    1.4182602  ... -0.23112619  2.350172
  1.8225843 ]","[ 0.93744785  6.1744533   2.1346788  ... -0.31079352  0.3591632
  2.9108286 ]"
537,The salesperson sold the car.,The car was sold by the salesperson.,"[ 0.7752859   1.9880983   3.5263176  ... -1.521731   -0.69724184
  2.1405416 ]","[-0.9762753   3.5599644   2.736139   ... -0.03600018 -1.5098923
  1.19009   ]"
538,The manager hired the new employee.,The new employee was hired by the manager.,"[ 4.3949847   3.624255    0.9655281  ... -0.13967848  0.7211957
  3.274237  ]","[ 3.1197743   2.4718084   1.638166   ... -0.9901518  -0.67814285
  1.091141  ]"
539,The employee completed the report.,The report was completed by the employee.,"[ 2.7154522   1.8700174   1.7571357  ... -1.7831031   0.33973363
  2.2024276 ]","[ 0.00428155  0.4002864   1.005708   ... -1.0989695  -0.43996862
  1.6847358 ]"
540,The customer returned the item.,The item was returned by the customer.,[ 2.4050677  4.21274    2.8403826 ... -0.8353996  2.4753335  4.2543626],"[-1.9159195   5.3341174   2.0951495  ... -0.67570424  2.635151
  2.3488567 ]"
541,The delivery driver delivered the package.,The package was delivered by the delivery driver.,"[ 0.76873654  3.0863223   2.085698   ... -0.7633192   2.3729455
  1.6722213 ]","[-0.14324468  3.9242325   1.896563   ... -2.2767966   1.4680179
  0.2998718 ]"
542,The shipper sent the parcel.,The parcel was sent by the shipper.,[-0.610343   4.4998803  3.4440587 ... -1.2329636  2.6169903  1.4150524],"[-2.3078597   4.744309    3.5412958  ... -2.1536074   0.33102322
  1.0240061 ]"
543,The receiver opened the package.,The package was opened by the receiver.,"[-0.38435042  5.3950443   1.2607286  ... -0.37033615  1.1304024
  0.8865679 ]","[-1.3329734   4.2314124   1.3710512  ... -0.75429356  1.6437073
  1.4166932 ]"
544,The sender mailed the letter.,The letter was mailed by the sender.,"[-0.09418925  7.536202    3.7265103  ... -0.98043585  0.9391315
  2.0451567 ]","[-2.0627751   5.3400183   3.23451    ... -1.4716694   0.11575535
  0.74926454]"
545,The recipient received the letter.,The letter was received by the recipient.,"[ 0.96773595  7.0627837   1.9300016  ... -0.93390703  2.8628645
  2.241893  ]","[-1.6043878   4.949224    3.2765207  ... -0.9321165   0.8386317
  0.66277796]"
546,The writer wrote the email.,The email was written by the writer.,"[ 0.24049957  2.273358    1.221332   ... -1.4821242   0.29669413
  1.8142964 ]","[-0.3456964   5.347496    2.0066621  ... -1.225328    0.29191375
  1.6012087 ]"
547,The reader read the email.,The email was read by the reader.,[ 1.5356804  1.7871739  0.8572183 ... -1.8821665  0.5726187  2.993779 ],[-1.5342095  6.1873775  2.3456378 ... -1.1078203  0.6955846  2.7957115]
548,The sender sent the message.,The message was sent by the sender.,"[ 0.41742682  7.6158233   2.5776544  ... -1.2773417   1.5894972
  2.5204482 ]","[-0.74855626  6.7986636   1.434931   ...  0.01943962 -1.0359163
  0.63916457]"
549,The recipient received the message.,The message was received by the recipient.,[ 0.4947976  7.0930133  1.6686672 ... -1.2444834  3.0052044  2.5081728],"[-1.6854028   7.0157604   1.9004753  ... -0.53571266 -0.73018336
  1.2249793 ]"
550,The programmer wrote the code.,The code was written by the programmer.,"[ 1.4494394   3.587865   -0.61352366 ... -1.3790308   2.0706365
  3.1141493 ]","[-0.42115808  1.4394207   0.45545584 ... -0.03835814  0.59778404
  1.956118  ]"
551,The developer built the website.,The website was built by the developer.,"[-0.3223974  -2.1967077   0.71471816 ... -0.7908211  -0.7389986
  0.9477973 ]","[-0.04574381 -1.1209551   1.5646377  ...  0.29052773 -1.8775189
  1.1202805 ]"
552,The designer created the logo.,The logo was created by the designer.,"[-0.5812002  -1.0875796  -1.6248828  ... -1.0038315  -0.48819986
  1.2463479 ]","[-1.7292212  -0.4310986  -0.47530165 ... -0.49877602 -1.3770478
  1.3185536 ]"
553,The marketer promoted the product.,The product was promoted by the marketer.,[ 1.6481056  4.3591237  2.58699   ...  0.3257465 -1.0813444  3.4737988],[0.48883298 3.7292132  1.2412493  ... 0.6548851  0.86665606 2.6053264 ]
554,The advertiser created the campaign.,The campaign was created by the advertiser.,"[ 0.71212846  1.8320647   1.4010566  ... -1.246055   -0.13314763
  1.669916  ]",[ 0.4981494  1.0701033  0.6118855 ... -1.8265269 -2.906042   1.5470093]
555,The consumer bought the product.,The product was bought by the consumer.,[0.45652923 6.780681   1.6895744  ... 0.1523871  2.2361534  3.8828833 ],"[-0.98249334  4.385058    1.4991564  ... -0.4439254   1.8399
  2.5494928 ]"
556,The researcher conducted the study.,The study was conducted by the researcher.,"[ 1.5153557  -0.73294926  1.4355627  ... -0.1706292  -0.9082608
  1.6170815 ]","[ 1.74388    -0.77039707  1.1435624  ... -0.10834412 -1.2597275
  0.47934934]"
557,The scientist made the discovery.,The discovery was made by the scientist.,"[-0.07109948  5.9744625   0.02576327 ... -0.35986993  0.41832623
  0.20275502]","[-1.8273786   3.7206573   1.047882   ...  0.16685092 -0.7113843
  0.5338309 ]"
558,The inventor patented the invention.,The invention was patented by the inventor.,[ 3.6028826  5.789715  -0.5826197 ... -1.6162686  1.0453738  0.1551683],"[ 0.9083079   4.9556746  -0.48774534 ... -0.9168806   1.8568504
 -0.27179003]"
559,The engineer designed the system.,The system was designed by the engineer.,"[ 0.89092517  3.021965   -0.01022847 ... -1.2668092  -1.6913089
  1.1440483 ]","[-0.47236127  5.415394    0.50395817 ...  0.15920924 -0.5824942
  2.3835244 ]"
560,The technician fixed the computer.,The computer was fixed by the technician.,"[ 4.184546    5.585749    0.51649666 ... -0.49443236 -2.231243
  1.0573503 ]","[ 2.7085352   6.4449115   2.3035688  ... -0.50938606 -1.2794452
  1.2792242 ]"
561,The mechanic fixed the car.,The car was fixed by the mechanic.,"[ 2.5012598   6.211472   -0.26492324 ... -1.4119787  -1.0823158
  2.5953612 ]","[ 1.1665481   5.7305193   2.06219    ... -0.36980033 -0.8311124
  2.2129269 ]"
562,The doctor examined the patient.,The patient was examined by the doctor.,"[ 1.756951    4.619448    3.1934779  ... -0.87495536  0.58114976
  1.0775653 ]","[ 1.3846904   4.1998215   2.928127   ... -0.5786419   1.5766275
  0.58727306]"
563,The nurse gave the injection.,The injection was given by the nurse.,[3.2879627 8.144023  1.9685287 ... 1.7438821 1.8120874 1.0227658],[0.25098413 7.1901264  0.81242514 ... 0.41141415 0.69297737 1.162287  ]
564,The teacher taught the class.,The class was taught by the teacher.,"[-0.7205793   3.3282664   1.8420912  ... -1.922711   -0.62331814
  4.9395347 ]","[-0.50061476  1.0698277   1.6122615  ... -0.13147578 -1.3553851
  3.5158572 ]"
565,The student answered the question.,The question was answered by the student.,"[-1.1845397   4.3208613  -0.23088372 ... -1.0252336  -2.4657595
  2.544465  ]","[-0.8173722   1.3931117   0.8906719  ...  0.04790625 -1.5774493
  1.1363496 ]"
566,The professor lectured the students.,The students were lectured by the professor.,[-2.1964247  1.2162923  1.0366861 ... -1.0408903  0.6022072  3.6879697],"[-2.8877969   2.2430208   0.85480297 ... -1.1551965  -1.5128508
  3.5475469 ]"
567,The principal approved the request.,The request was approved by the principal.,"[ 1.9377214   3.5164225  -1.7692734  ... -0.05316663 -0.80220777
  1.3022159 ]","[ 0.45371386  5.1960945  -0.6369939  ...  0.09995303  0.56033057
  1.5178877 ]"
568,The secretary scheduled the meeting.,The meeting was scheduled by the secretary.,"[ 1.1012942  -0.86572963  2.3546472  ... -0.6875294   0.5238735
  2.8343554 ]","[ 1.2038928  -1.2852536  -0.0448522  ... -0.24808106  0.15088394
  2.0658724 ]"
569,The manager approved the budget.,The budget was approved by the manager.,"[ 4.4151173   1.4067322   0.37302792 ... -1.47074    -0.27022216
  2.4898016 ]",[-0.1362369  2.626038   1.2657089 ... -0.6189018  0.580869   2.1978295]
570,The employee submitted the proposal.,The proposal was submitted by the employee.,[ 3.0576293  2.4838824  2.342242  ... -2.1982343  1.2373143  2.0303333],"[ 1.5676235   1.811512    1.1780425  ... -0.8444335  -0.00747079
  1.6935575 ]"
571,The client signed the contract.,The contract was signed by the client.,"[ 1.954071    2.523433    2.5480354  ... -1.9002957   0.97120315
 -0.17431878]","[ 2.1180444   2.0251427   1.2973356  ... -1.2288313  -0.16715965
  1.1512136 ]"
572,The lawyer reviewed the contract.,The contract was reviewed by the lawyer.,"[ 1.5232534   1.5012112   0.16443498 ... -2.1553366  -0.37666813
  2.5390842 ]","[ 0.19599427  0.15841372  0.81524956 ... -1.6898156  -0.01732454
  3.0698674 ]"
573,The judge heard the case.,The case was heard by the judge.,"[ 0.69318706  2.312721    2.2341812  ...  1.8074979  -0.12606628
  5.664686  ]","[ 0.5276599  -0.12291002  1.86097    ...  0.41067404  0.86743456
  2.1116035 ]"
574,The jury found the defendant guilty.,The defendant was found guilty by the jury.,"[-2.0387836   3.9264774  -0.05727645 ... -0.6391944   1.3749624
  3.5224311 ]",[-2.4865305  4.4262085  2.8536391 ... -0.5302644  3.6283722  1.747169 ]
575,The witness testified at the trial.,The trial was testified at by the witness.,"[-5.6280941e-01  1.9095974e+00  1.9413027e+00 ...  4.5848608e-01
 -3.1889167e-03  3.6667187e+00]","[-0.13655168  2.596839    0.64458793 ...  0.71380055  0.32813996
  3.6143925 ]"
576,The police arrested the suspect.,The suspect was arrested by the police.,[ 1.2622794  7.3016987  1.1190138 ... -1.4849957 -1.5431548  4.2782416],"[ 1.1979063   5.8632455   2.1380994  ... -1.1086217   0.07077423
  1.6182239 ]"
577,The detective questioned the witness.,The witness was questioned by the detective.,[ 2.8144243  2.4371502  1.9685621 ... -1.289585  -0.7729342  3.3562262],"[ 0.7818764   4.3901525   1.6854124  ...  0.02281491 -0.6176938
  2.0447161 ]"
578,The thief escaped from prison.,Prison was escaped from by the thief.,[ 3.4355495  7.0972505  2.1790326 ... -0.9924061  0.6967792  0.871728 ],"[-0.03028631  5.9117584   0.04673086 ... -2.504938    1.1089082
  1.2749008 ]"
579,The robber hid the money.,The money was hidden by the robber.,"[ 3.4333894   6.567393    1.4728376  ... -0.26462662  3.5850918
 -1.011367  ]",[0.3461713 7.997769  2.4720495 ... 0.4844818 1.3811463 0.6789365]
580,The burglar entered the house.,The house was entered by the burglar.,[0.59646475 3.2682858  1.5188091  ... 1.5882558  3.4268093  2.4108527 ],"[-0.36677969  1.7336253   1.6176724  ...  0.5185792   0.5641787
  2.5094104 ]"
581,The vandal defaced the monument.,The monument was defaced by the vandal.,"[ 0.36166963  3.3127015   0.186159   ... -1.1319879  -2.2084162
  0.90668476]","[-3.3143325   2.891776    0.19314408 ... -1.3177376  -1.8418732
  1.6193064 ]"
582,The arsonist ignited the fire.,The fire was ignited by the arsonist.,"[-1.3573877   3.4259295   1.1272478  ...  0.81620795 -2.610676
  1.8058645 ]","[-1.8667643e+00  4.4778738e+00  1.5663919e+00 ... -2.6959842e-03
 -3.1712744e+00  2.1003139e+00]"
583,The kidnapper released the hostage.,The hostage was released by the kidnapper.,"[ 3.8971324   7.3664985   0.24755743 ... -0.40795428  1.7176126
  2.028872  ]","[ 1.4755449   8.609905    1.8322816  ... -0.5508763   0.31972593
  1.5220033 ]"
584,The murderer confessed to the crime.,The crime was confessed to by the murderer.,[4.6782837 5.6001725 1.9509184 ... 1.5501813 0.8574935 1.1440202],"[ 2.6572206   7.1237555   1.1661656  ... -0.71112794  0.5082903
  2.088155  ]"
585,The victim identified the suspect.,The suspect was identified by the victim.,"[ 1.9099636   4.139558    0.48202035 ... -1.0403074  -1.4910822
  2.0411468 ]","[ 1.4517404   4.55771     1.8854194  ...  0.17185242 -1.0020254
  1.9698265 ]"
586,The lawyer presented the evidence.,The evidence was presented by the lawyer.,"[-0.31941214  5.4812617   0.9209878  ... -1.2131885   0.9535319
  3.246382  ]",[0.7362996 4.003413  1.4157641 ... 0.1748291 0.4559229 3.6239066]
587,The judge ruled in favor of the plaintiff.,The plaintiff was ruled in favor of by the judge.,"[ 1.8806065   6.8900957  -0.47610044 ... -1.627334    1.575847
  4.1044235 ]","[-0.44545737  4.554598    1.4504554  ... -1.7384357   4.251357
  2.027052  ]"
588,The jury reached a unanimous verdict.,A unanimous verdict was reached by the jury.,"[-2.0193741   2.4902704   0.35110527 ...  1.8424968   0.42260203
  4.879318  ]","[-1.633202    2.21696     1.7601776  ... -0.16493504  1.2899776
  4.6686974 ]"
589,The witness gave testimony.,Testimony was given by the witness.,"[ 1.8666983e-04  3.7062840e+00  1.0587295e+00 ... -4.6015035e-02
  9.3448985e-01  1.0466932e+00]","[-0.7997      2.9488416   0.3406137  ...  0.80008626  0.4421402
  2.4717975 ]"
590,The lawyer questioned the witness.,The witness was questioned by the lawyer.,"[ 1.066129    3.7617462   0.67960423 ... -1.8205719  -1.7542545
  3.329527  ]","[ 0.31497467  4.7031994   1.5598814  ... -0.3092543  -0.2631338
  1.7428224 ]"
591,The judge dismissed the case.,The case was dismissed by the judge.,[3.9605486  5.3081794  1.581747   ... 0.55272174 2.9054852  3.3523846 ],[2.2307513  2.508748   2.2703295  ... 0.30335534 3.0395215  1.5289342 ]
592,The jury delivered a verdict.,A verdict was delivered by the jury.,"[-2.2816303   3.717367    1.3176163  ...  1.8326298   0.27962112
  3.9412143 ]","[-2.6439414   2.705746    2.1261706  ...  0.8584623  -0.68113124
  2.9496071 ]"
593,The defendant received a sentence.,A sentence was received by the defendant.,"[ 0.15689792  4.326156    2.180946   ... -1.2147626   3.3388865
  3.268836  ]","[-0.21290778  3.6056259   1.4913338  ... -0.29859635  0.31504852
  2.933061  ]"
594,The police investigated the crime.,The crime was investigated by the police.,"[ 1.0506183   3.405711    0.85926014 ... -0.3388176  -3.955837
  2.1135757 ]",[ 1.6558741  4.22229    1.8828516 ... -0.5678674 -2.1852272  1.177721 ]
595,The detective solved the mystery.,The mystery was solved by the detective.,[4.246586   3.1086667  1.2001005  ... 0.6750815  0.24502392 1.9147121 ],"[ 2.1377683   3.488737    2.3724923  ...  1.2708911  -0.73032784
  0.97286665]"
596,The thief was apprehended by the police.,The police apprehended the thief.,"[ 2.7470903e+00  6.2695336e+00  2.3968952e+00 ...  3.2879645e-03
 -2.9754245e-01  7.7868187e-01]",[ 2.2147765  6.5905194  1.049197  ... -1.2146214 -1.1482795  2.3223786]
597,The robber was caught by the security guard.,The security guard caught the robber.,[ 2.9369612  7.636768   0.7932347 ... -2.2099667 -0.7112748  0.9929695],"[ 3.6805518   6.116729   -0.37480885 ... -0.8512784   0.46385762
  2.3872983 ]"
598,The burglar was arrested.,The burglar was arrested.,[ 1.6022619  4.716952   2.1320431 ... -0.8546782  2.1313896  1.7055212],[ 1.6022619  4.716952   2.1320431 ... -0.8546782  2.1313896  1.7055212]
599,The vandal was identified by a witness.,A witness identified the vandal.,"[ 2.3415575   3.298381    1.7895082  ...  0.06748094 -3.0686018
  0.9124694 ]",[ 1.5327994  4.401238   0.8916216 ... -1.4464226 -0.8793517  2.094044 ]
600,The arsonist was convicted.,The arsonist was convicted.,"[-0.05338072  3.203365    2.1089342  ...  0.19157697 -1.2891971
  2.4250758 ]","[-0.05338072  3.203365    2.1089342  ...  0.19157697 -1.2891971
  2.4250758 ]"
601,The kidnapper was apprehended.,The kidnapper was apprehended.,"[ 2.2994525   4.9682093   1.063977   ... -0.4952866   0.90860754
  0.31143785]","[ 2.2994525   4.9682093   1.063977   ... -0.4952866   0.90860754
  0.31143785]"
602,The murderer was sentenced to life imprisonment.,Life imprisonment was sentenced to the murderer.,"[-1.1715178   6.025588    0.66181535 ... -1.5543762   2.2099004
  1.478531  ]",[-2.6534588  6.3993907  0.2367269 ... -1.792654   1.6888634  3.8106556]
603,The victim received compensation.,Compensation was received by the victim.,"[ 1.4081415   6.90478     1.9194374  ... -0.06263657  1.8063955
  2.5532641 ]",[ 0.4820053  4.7939696  1.283017  ... -0.3966236  2.6662488  2.6966472]
604,The insurance company paid the claim.,The claim was paid by the insurance company.,"[ 4.103352    6.5811667   1.6151534  ... -0.28371042  2.1163783
  2.5235813 ]","[ 2.2798738   5.141514    0.20170055 ... -0.89467514  2.0435088
  0.81996644]"
605,The company settled the lawsuit.,The lawsuit was settled by the company.,[ 2.071813   2.9087284  2.3904016 ...  0.9205196 -1.1618806  3.1563053],"[ 3.239013    3.937437    1.1668893  ...  0.32417798 -0.6601075
  2.1381578 ]"
606,The lawyer negotiated the settlement.,The settlement was negotiated by the lawyer.,"[ 1.0109125   5.25347     2.9385993  ... -0.75030965 -0.3484799
  2.2549129 ]",[0.4471441  3.0849087  1.1974665  ... 0.86670125 0.01379344 2.621616  ]
607,The mediator resolved the dispute.,The dispute was resolved by the mediator.,"[ 3.9525368   3.8081276  -0.8385468  ... -0.34359846  0.17691593
  4.2112646 ]","[ 2.9486392   2.7700152  -0.7120652  ...  0.2288897   0.03898084
  4.5968466 ]"
608,The arbitrator made a decision.,A decision was made by the arbitrator.,"[ 2.540325    2.4369931  -0.22072092 ... -0.73615736  2.723886
  2.3728502 ]","[-0.39551678  3.395774    0.2251919  ... -0.75575566  1.3939601
  3.5501006 ]"
609,The judge issued a ruling.,A ruling was issued by the judge.,[ 1.547669   5.5881143  2.009044  ... -1.0947622  1.8642168  2.4238527],"[-0.06286572  2.947576    1.2683028  ... -1.9873159   1.3045423
  2.1448255 ]"
610,The jury considered the evidence.,The evidence was considered by the jury.,"[-1.1003044   0.7021901   1.1875612  ...  0.7402532  -0.84684134
  4.276053  ]","[-1.748312    2.7344391   2.8725142  ... -0.28218302  1.9928174
  3.9532344 ]"
611,The prosecutor presented the case.,The case was presented by the prosecutor.,[1.4254389  3.4606812  0.77979064 ... 1.2045125  0.13182144 3.3435934 ],[1.032352   1.4996097  0.23669036 ... 0.5442348  0.3658382  2.0896344 ]
612,The defense attorney cross-examined the witness.,The witness was cross-examined by the defense attorney.,"[ 0.8382083   4.9478617   1.5386552  ... -0.48926297  0.7079892
  1.3043599 ]","[-0.810328    3.4343507   1.2536234  ...  0.18046872  0.585367
  0.2560614 ]"
613,The witness corroborated the testimony.,The testimony was corroborated by the witness.,[3.2007735  2.9768467  0.5282735  ... 0.13306399 1.1827158  1.7228326 ],[0.9727662  2.122698   0.14691168 ... 0.8571268  1.0945375  2.1001189 ]
614,The expert provided an opinion.,An opinion was provided by the expert.,"[ 0.20297141  2.4901087   2.021225   ... -2.061492    4.161718
  2.3628113 ]",[-1.5074711  0.5944407  1.8009037 ... -0.9985628  0.9792125  1.7640451]
615,The scientist conducted the experiment.,The experiment was conducted by the scientist.,"[-0.31839958  3.3401089   2.013567   ... -0.10194389 -3.928332
  1.9517827 ]",[ 0.6827825  4.013064   1.6492022 ...  0.1057971 -3.1417952  1.5443189]
616,The researcher analyzed the data.,The data was analyzed by the researcher.,"[ 1.5519214   0.47549537  0.07974616 ... -0.57485294 -0.487896
  2.420413  ]","[-0.5530057   0.6078061   0.01074755 ... -0.19440566 -1.2435424
  2.8172743 ]"
617,The engineer designed the blueprint.,The blueprint was designed by the engineer.,"[-0.12401744  2.7795591  -0.2998021  ... -1.1143552  -1.0684091
  0.71705407]","[-1.9862328   1.650043   -0.7475498  ...  0.18608928 -0.68347305
  0.35218543]"
618,The architect drew the plans.,The plans were drawn by the architect.,"[ 0.11183011 -1.0081258  -0.40656543 ... -0.6125451   1.2130246
  1.8565727 ]","[-0.7422044   0.61899287 -0.48084754 ... -0.6259253   0.23114824
  2.6371586 ]"
619,The contractor built the house.,The house was built by the contractor.,"[ 0.22506683  0.9132603   1.814126   ... -0.3047156  -0.03219378
  1.4758047 ]","[-2.4947324  -0.59050983  0.8664809  ... -1.4505271   0.38874504
  2.993417  ]"
620,The plumber installed the pipes.,The pipes were installed by the plumber.,"[ 2.9637306   5.1452312   1.7382116  ... -2.1797922  -1.0944344
  0.28918502]","[-0.12578014  2.8431802   1.3802075  ... -1.6925988  -1.6202899
  0.28397954]"
621,The electrician wired the house.,The house was wired by the electrician.,[ 3.8891335  4.108791   1.3239973 ... -1.127544  -2.8398037  1.0142684],[ 0.4124459  1.7800708  0.7361823 ... -1.6195612 -1.5124247  2.4436798]
622,The carpenter framed the walls.,The walls were framed by the carpenter.,"[ 0.88541603 -0.46507755  0.41739267 ...  0.8089345   1.9136269
  0.47308955]","[-1.3728683  -2.589809   -0.45046964 ...  1.5007296  -0.7365071
 -0.16526237]"
623,The painter painted the walls.,The walls were painted by the painter.,[ 2.5861738 -2.5244355  1.6698707 ... -1.4412279 -1.8625835 -0.7469859],"[-1.2154601  -0.9005657   0.26965588 ... -0.02210146 -1.440071
  0.29122868]"
624,The landscaper designed the garden.,The garden was designed by the landscaper.,"[ 0.31225744 -3.8329291  -0.212788   ... -0.96383655 -0.1885918
  1.4778137 ]","[-0.6477998  -1.1963761  -1.5089542  ... -1.248371    0.26263326
  1.894783  ]"
625,The gardener planted the flowers.,The flowers were planted by the gardener.,[ 1.9030516  0.2803374  2.274215  ... -0.7603325 -2.5582356  1.6129007],"[ 1.2473713   1.0844408   0.40203357 ... -0.5725294  -1.6872058
  1.3995283 ]"
