,Sentence1,Sentence2,Sentence1_embedding,Sentence2_embedding
522,The emotion is subtle., The emotion is slightly subtle.,"[ 0.0638649   3.272398    3.9927266  ... -0.04480369 -2.7135482
  2.3956    ]",[ 0.7552991  1.9115485  4.0045247 ... -0.6784563 -0.9067076  1.8023   ]
523,The expression is clear., The expression is very clear.,"[ 1.7737443   2.5445697   2.739531   ... -0.67875737 -0.2860815
  2.9611928 ]","[ 0.60934114  2.0714815   1.1841084  ... -1.2308592  -0.26658785
  3.2247393 ]"
524,The message is strong., The message is extremely strong.,"[-1.3845727   5.8378725   1.31375    ...  0.17612095 -1.6605856
  2.2555566 ]","[-0.50152516  6.5241694   1.3693619  ... -0.04776679 -0.11385119
  1.6361281 ]"
525,The story is compelling., The story is very compelling.,[-1.2156051 -0.5424231  2.0200374 ...  0.2900283 -1.8452775  2.5669954],"[-1.5887612  -0.45711672  1.1985592  ...  0.00437567 -1.7223951
  1.9762702 ]"
526,The narrative is complex., The narrative is extremely complex.,"[-0.6636251  -1.715031    1.9016596  ... -0.45103765 -2.156223
  2.4067101 ]",[-1.1763607 -1.8687736  2.16024   ... -0.6365704 -1.548304   2.0388908]
527,The plot is simple., The plot is surprisingly simple.,"[-0.509743   -1.6824268   0.45979348 ... -0.13094012 -1.5721952
  1.3988787 ]","[ 0.05860605 -3.7057714   0.66452545 ... -1.0430875  -1.1629916
  0.79320925]"
528,The characters are well-developed., The characters are very well-developed.,"[ 0.28224644 -3.3864377   0.81687874 ... -0.38919476 -1.6754943
  2.9229531 ]","[ 0.3363762  -2.7028217   1.0596809  ... -0.46890116 -1.3611314
  2.1298077 ]"
529,The dialogue is engaging., The dialogue is extremely engaging.,"[-0.11547963  0.644456    2.2407265  ... -1.3358917   0.45616084
  1.3709018 ]","[ 0.15940517  0.42276338  2.0827296  ... -0.4352012   1.4584316
  1.2255865 ]"
530,The setting is atmospheric., The setting is very atmospheric.,"[-0.87656367 -3.5167732   2.0879073  ...  1.0851123  -0.14158624
  1.9456968 ]","[-0.7978215  -2.9133875   1.4054813  ...  0.11264475  0.38944876
  2.2048943 ]"
531,The mood is mysterious., The mood is extremely mysterious.,"[ 0.80362767 -2.9381847   1.3475621  ...  0.18852863 -1.741621
  1.3489323 ]","[ 0.85293454 -1.4424762   1.6495022  ... -0.19675915 -0.56491596
  1.2645935 ]"
532,The tone is humorous., The tone is very humorous.,"[-0.54503185  1.1369282   0.5902791  ...  0.80180967 -0.6562324
  1.2875633 ]","[-0.12423518  1.4791781   0.6825452  ...  0.44886294 -0.04479474
  1.3985176 ]"
533,The ending is satisfying., The ending is extremely satisfying.,"[ 2.859676    0.08562101  0.8634815  ... -0.31782272  2.076484
  1.1893286 ]","[ 2.8289063   0.5718929   0.72608525 ... -0.5745311   2.7759178
  1.2584002 ]"
534,The resolution is unexpected., The resolution is very unexpected.,"[-0.5230759   1.7010247  -0.9030031  ... -0.32583186  0.65521365
  1.9216293 ]","[-2.1498475  -0.2430333  -0.22755851 ... -0.6805868  -0.41262004
  0.31269068]"
535,The conclusion is ambiguous., The conclusion is slightly ambiguous.,"[ 0.7822996   0.02186236  0.7645059  ... -1.2117175   0.91500473
  3.314447  ]","[ 0.40987256 -0.90188533  0.60257596 ... -1.2201499   0.9061017
  2.2526553 ]"
536,The theme is relevant., The theme is very relevant.,"[-0.94036025 -2.7486293   1.4175186  ... -1.1177452  -2.2831707
  2.043448  ]",[-1.6088772 -2.5309184  0.3690518 ... -1.251577  -2.6601703  1.5199021]
537,The idea is innovative., The idea is extremely innovative.,"[-0.05690231  1.5973172   0.84332216 ... -0.49334303 -1.5921583
  1.8754299 ]","[ 0.33412555  1.5142068   0.5215132  ... -0.6463765  -0.67521805
  1.929372  ]"
538,The concept is abstract., The concept is slightly abstract.,"[-0.02209034 -0.2968871   1.5558994  ... -0.26142097 -1.510774
  2.023973  ]",[-0.4881594 -1.8421386  1.9112846 ... -0.45178   -1.8640847  1.5447718]
539,The philosophy is profound., The philosophy is very profound.,"[-0.49884087  1.9916489   1.1792709  ...  0.17302693 -2.1960592
  1.8626392 ]","[-0.70780665  1.1701137   0.78453714 ... -0.0424322  -2.8112686
  1.5383209 ]"
540,The argument is persuasive., The argument is extremely persuasive.,"[ 0.59011114  2.928972    1.6262944  ... -2.1601768   2.3008566
  3.2821152 ]","[-0.55498046  4.4350734   0.524319   ... -0.5765119   1.9577173
  2.7909744 ]"
541,The reasoning is logical., The reasoning is very logical.,"[ 1.0742804   2.898642    1.3535907  ... -0.49347848  0.21570158
  2.6178262 ]","[ 0.05774351  1.2620391   0.96414924 ...  0.5772119  -0.06712699
  2.264889  ]"
542,The evidence is compelling., The evidence is extremely compelling.,"[ 0.998736    3.2337074   0.529208   ... -0.41508263  2.1779284
  4.8121986 ]","[ 0.14552397  3.7570307   0.23925029 ... -0.06006579  2.5605028
  4.479422  ]"
543,The proof is sufficient., The proof is very sufficient.,"[ 2.459752    1.7822685  -0.77016175 ... -1.0277798   1.2187177
  3.9283288 ]","[ 2.7074864  -0.04721077 -1.387276   ... -0.9392449   0.127008
  3.7955816 ]"
544,The explanation is clear., The explanation is extremely clear.,[ 0.9459115  2.277553   0.8889903 ... -1.0894535 -0.3056027  2.3204222],"[ 0.57150716  1.5670185   0.08670551 ... -0.4905173   0.33702838
  2.501566  ]"
545,The understanding is profound., The understanding is very profound.,[-1.246684   2.977569   2.3524823 ... -0.300461  -1.4676583  1.947758 ],"[-0.9719879   1.8786402   2.371739   ... -0.24975775 -2.1173155
  1.583458  ]"
546,The knowledge is vast., The knowledge is extremely vast.,[-2.0171394  4.389492   3.5814946 ... -1.2774243 -0.5964896  1.4851753],"[-2.150481    3.5879915   3.4209964  ... -1.3424999  -0.35120526
  1.3743423 ]"
547,The wisdom is ancient., The wisdom is very ancient.,[-1.2161185  3.3378894  0.7816451 ...  1.3295995 -0.4026998  2.0882034],"[-1.3186015   3.3104694   1.3648529  ...  1.0341043  -0.13542628
  1.4607619 ]"
548,The insight is valuable., The insight is extremely valuable.,"[-0.40827188  1.5253465   1.8833497  ... -0.9264637  -0.40370435
  2.0158029 ]","[ 0.2722198   2.1981843   1.2467042  ... -1.0246654   0.52878577
  1.7552953 ]"
549,The perspective is unique., The perspective is very unique.,"[-2.1721535  -2.6606708   1.5741141  ...  0.93989545 -1.0802537
  2.6874738 ]",[-1.9658726 -2.650999   1.4071635 ...  0.5236514 -1.0523667  2.4174824]
550,The point of view is interesting., The point of view is extremely interesting.,"[-1.7081873  -1.7072592   3.0380466  ... -0.49714547 -1.9597856
  1.9465748 ]","[-1.5223336  -0.72687435  2.4372835  ... -0.27810124 -1.4535128
  1.8380703 ]"
551,The opinion is controversial., The opinion is very controversial.,"[-1.9432087   0.73122716  0.39010793 ... -0.4887607  -1.2506714
  3.5694947 ]","[-2.495575    1.1541066   0.3057111  ... -0.24026757 -0.9182858
  3.5192363 ]"
552,The belief is strong., The belief is extremely strong.,"[-0.71847904  3.5388465   1.210974   ... -0.4900127  -1.4638147
  3.9896493 ]","[ 0.05988271  4.7034717   1.2502875  ...  0.0146183  -1.1064686
  3.5391417 ]"
553,The conviction is unwavering., The conviction is very unwavering.,"[-0.8195452   5.010678   -0.26758102 ... -0.50288236  0.21138279
  2.6958005 ]","[-0.53725725  4.453648    0.12288529 ... -0.44673985  0.34352887
  2.337459  ]"
554,The faith is deep., The faith is extremely deep.,"[-0.5150856   5.4584265   3.1280398  ... -0.08311174 -3.8037944
  3.4350536 ]","[-0.17231143  5.581185    3.1263187  ...  0.04505208 -2.4988465
  2.4902475 ]"
555,The trust is absolute., The trust is very absolute.,[-0.9072542  4.741644   2.1092627 ... -0.3604768  2.02262    2.8085036],"[-0.52101225  4.3166385   1.8619585  ... -0.34051657  1.9954743
  2.5841887 ]"
556,The confidence is high., The confidence is extremely high.,"[-1.09151     1.8998582   0.4529616  ... -0.8041838   0.40528592
  2.2462747 ]","[-0.7300172   3.240411    0.51488775 ... -0.9558833   2.029717
  0.8504669 ]"
557,The doubt is slight., The doubt is slightly slight.,"[-1.2027743  -0.7479425   0.07155569 ... -0.90454274 -1.048248
  1.872435  ]","[-1.1419817   0.7764824   0.59616256 ... -0.7290287  -0.8933808
  1.2031856 ]"
558,The uncertainty is palpable., The uncertainty is very palpable.,"[-4.205416   -0.02402683  1.0934829  ... -0.7457037  -1.765839
  2.3258948 ]","[-4.0551124  -0.68724006  1.3433651  ... -0.8044077  -1.7823833
  1.1039474 ]"
559,The anxiety is intense., The anxiety is extremely intense.,"[-2.8320637   1.5131325   0.08138509 ...  0.8445654  -0.13300052
  2.4486597 ]","[-2.7399771   2.4972537   0.90689486 ...  0.23454852  0.58679146
  2.1348794 ]"
560,The fear is overwhelming., The fear is very overwhelming.,"[-3.7620225   5.0208488   0.34976724 ...  0.28277352  0.07252483
  2.7567656 ]","[-3.8579855   4.6425567   1.019831   ...  0.29426658 -0.58020824
  2.4438725 ]"
561,The courage is immense., The courage is extremely immense.,"[-1.2069101   5.964698    0.941302   ... -0.46768934 -3.193853
  1.5323061 ]","[-1.0316586   6.696533    0.80571455 ... -0.04780184 -2.375334
  1.34653   ]"
562,The bravery is remarkable., The bravery is very remarkable.,"[-0.32362807  6.342308    0.7566629  ... -0.7054038  -3.1644464
  1.9511547 ]","[-0.5287604   5.872808    0.8534026  ... -0.69907737 -3.1334066
  1.6865139 ]"
563,The heroism is legendary., The heroism is truly legendary.,"[ 1.3802909   5.036587    0.35234413 ... -0.09548835 -3.3522558
  0.59321636]","[ 1.6339933   5.2631884   0.38186374 ... -0.31239465 -3.2269633
  0.478697  ]"
564,The music was loud., The music was incredibly loud.,"[-1.6391914   1.1626699   0.6415037  ... -0.31793243  0.58760184
  0.6413606 ]","[-1.9118828   1.7710828   0.2705406  ... -0.8051109   0.7006207
  0.17238116]"
565,The concert was amazing., The concert was truly amazing.,"[-0.43497825  0.05399637  0.27371365 ... -0.8412048  -1.7090133
  2.1649246 ]","[-1.5814415   0.8564753   1.0004977  ... -1.1571833  -0.48102263
  1.7301837 ]"
566,The performance was captivating., The performance was very captivating.,[-0.7931555  1.0183035  0.6573659 ... -1.0417353 -0.9578144  1.8264086],"[-0.7221341   0.6018958   0.52345496 ... -2.0391066  -1.0877256
  1.1842724 ]"
567,The show was disappointing., The show was slightly disappointing.,"[ 1.8469856  -2.2000022   0.81100065 ... -0.61865085 -0.81076604
  1.6611992 ]","[ 1.5096263  -3.9746273   0.19119412 ... -0.03819111 -1.543379
  0.5091161 ]"
568,The play was moving., The play was deeply moving.,"[ 1.0816237  -0.5282398   2.6440349  ... -0.56740767 -0.2102195
  0.41670567]","[-0.2608827   2.124       2.060658   ... -0.9478419  -0.7584126
  0.02942632]"
569,The movie was exciting., The movie was extremely exciting.,"[-0.69990194  1.988826    2.1873798  ... -0.40910274  0.35274002
  4.0328684 ]",[-1.036251   2.8416116  1.6395632 ... -1.3561707  1.1004256  3.4026668]
570,The film was boring., The film was somewhat boring.,[0.23610649 0.3410712  1.2362334  ... 0.83333254 1.5186933  1.4320111 ],"[-0.20807117 -0.49568808  0.8454316  ...  0.2752886   0.24335544
  0.8884733 ]"
571,The book was interesting., The book was very interesting.,"[-1.7662947  -0.42111072  2.7424903  ... -0.62723815  1.5142602
  3.0267386 ]",[-2.0131917  1.4321599  2.623012  ... -1.2715914  1.8479229  2.570121 ]
572,The story was captivating., The story was incredibly captivating.,"[-1.2616642   0.40381002  2.3077195  ...  0.03202132 -0.34022632
  2.8589985 ]","[-1.4570478   0.50005615  1.2861687  ... -0.17601137  0.02925619
  2.1198828 ]"
573,The game was challenging., The game was extremely challenging.,"[ 0.93063796 -0.91669255 -0.01597633 ... -0.65847814 -1.0260401
  3.1510427 ]","[ 0.698811    0.31414178 -0.22208928 ... -0.7350397   0.48095146
  3.2222385 ]"
574,The match was close., The match was incredibly close.,[ 2.133207  -1.9215481  1.02582   ...  1.1056093 -3.3677032  6.5222626],"[ 1.5092988  -0.03883002  0.55359524 ...  0.3162237  -1.8831139
  5.7157426 ]"
575,The competition was fierce., The competition was very fierce.,"[ 1.7390274  -0.14806218  0.56798166 ... -0.40002814 -3.181765
  3.7379818 ]","[ 1.7082986  -0.1329031   0.63935715 ... -0.53410727 -3.2805862
  3.5140383 ]"
576,The race was exciting., The race was extremely exciting.,"[ 1.2289026  -0.5067345  -0.02915936 ...  0.3968644  -2.4888484
  4.323765  ]","[ 1.1123108  -0.09604263 -0.43919966 ...  0.28602335 -1.9235929
  3.793752  ]"
577,The event was successful., The event was remarkably successful.,"[ 0.97435856 -0.25183135  1.0563279  ... -1.2172534  -1.6364269
  3.3740566 ]",[ 0.5240727 -0.2431285  0.3221668 ... -1.4139949 -1.2586398  2.989542 ]
578,The celebration was joyous., The celebration was very joyous.,"[-0.03751655 -1.7417779   1.6410364  ... -1.0706735   0.24112494
  3.274864  ]",[ 0.2216856 -1.7526311  1.463228  ... -1.5258936 -0.4247572  2.5574787]
579,The party was fun., The party was incredibly fun.,"[ 1.9714453  -2.3234928   0.9559866  ... -0.9051782   0.16514254
  1.7785728 ]","[ 1.2108618  -0.6884377   0.6171158  ... -0.86990523  0.4991201
  1.9795932 ]"
580,The gathering was small., The gathering was surprisingly small.,"[ 1.9608682  -3.4002736   3.3500226  ...  0.26014718 -1.6394638
  2.371762  ]","[ 2.3704245  -3.9654357   1.3114568  ... -0.01917073 -0.33869803
  2.2641926 ]"
581,The crowd was large., The crowd was extremely large.,"[-0.711353   -0.9955696   2.492562   ...  0.82388085 -1.2575283
  4.6549273 ]","[-0.22603321 -0.8273928   2.2276556  ...  0.5272475  -0.73092693
  4.419331  ]"
582,The audience was enthusiastic., The audience was very enthusiastic.,[-0.4085316  0.5624484  1.0593491 ... -0.7160019  0.9054266  3.8016095],"[ 0.10144103  0.40906987  1.2521082  ... -1.3633884   0.23181696
  3.8772843 ]"
583,The spectators were quiet., The spectators were surprisingly quiet.,"[-0.8340188  -0.6578726   1.5052098  ...  0.699016    0.13468361
  4.71669   ]","[ 0.69200164 -1.513528    1.5210314  ... -0.388993    0.7795446
  4.126147  ]"
584,The fans were passionate., The fans were extremely passionate.,[-1.0842685  1.3484131  0.17645   ... -1.464881  -2.1166563  4.007579 ],"[-0.11635717  1.5124074   0.28353414 ... -1.5840043  -1.6864876
  3.8540413 ]"
585,The supporters were vocal., The supporters were very vocal.,"[ 0.65854055  0.9978415   0.86470383 ... -0.9492138  -3.0694633
  5.4823804 ]",[ 1.6168066  1.8996315  1.4777659 ... -1.5382047 -2.4038293  4.6782537]
586,The team was strong., The team was incredibly strong.,"[ 1.3158414   0.39908966  1.7934946  ... -1.6934993  -2.5821767
  3.812985  ]",[ 1.8612012  1.5578738  1.0849859 ... -1.9977258 -2.2403262  3.5950463]
587,The players were skilled., The players were very skilled.,[ 0.7528525  1.9434233  1.0264704 ... -1.2448726 -1.5809443  4.294341 ],[ 1.3636955  1.9287952  1.5662923 ... -1.3731359 -1.283505   4.108925 ]
588,The coach was experienced., The coach was extremely experienced.,"[ 3.1990402   3.6710105   1.7220547  ... -1.2569687  -0.32942647
  4.990564  ]",[ 3.2874851  4.5180473  1.7066866 ... -1.2172555  1.0770936  4.2654805]
589,The strategy was effective., The strategy was very effective.,[ 1.4912497  4.0750895  1.3554947 ... -1.1438811 -0.2825524  1.138165 ],"[ 1.2877485   3.6782525   1.196354   ... -1.4332151  -0.71452403
  0.83435196]"
590,The tactics were innovative., The tactics were extremely innovative.,[ 0.6244873  2.9013143  1.4853582 ... -1.2843359 -2.7046568  2.3585353],"[ 0.80244684  3.3055258   1.2796303  ... -1.2971381  -1.3619667
  1.7199317 ]"
591,The effort was remarkable., The effort was very remarkable.,"[ 0.70773757  4.177579    1.1393749  ... -1.0462477  -1.1091202
  0.67363083]","[ 1.0613285   3.836032    1.5313405  ... -0.9508982  -0.66740274
  0.33048904]"
592,The dedication was impressive., The dedication was extremely impressive.,"[ 0.30755764  0.90463555  0.63386977 ... -1.5881937  -0.9616213
  1.7094333 ]","[ 0.46077874  1.5921994   0.63149875 ... -1.4285218  -0.3613889
  1.0183762 ]"
593,The commitment was unwavering., The commitment was very unwavering.,"[ 1.459029    4.3626676   0.91373074 ... -0.71059656 -1.2196796
  0.7025895 ]","[ 2.0447745   3.3423948   1.4916093  ... -0.770402   -0.6962861
  0.32155204]"
594,The performance was outstanding., The performance was truly outstanding.,"[-0.32215494  1.2381849  -0.18364954 ... -1.4337913  -1.1290141
  2.057385  ]","[-0.9974491   1.7594137  -0.10872313 ... -2.0600526  -0.57786685
  1.0571367 ]"
595,The achievement was significant., The achievement was very significant.,"[ 1.5205702   3.617598    0.4196797  ... -0.64838064 -0.3175138
  1.924769  ]","[ 2.1245084   3.7446873   0.06535695 ... -0.4208609  -0.75350493
  1.1518525 ]"
596,The victory was sweet., The victory was incredibly sweet.,"[ 1.2756195   4.3891525   1.0791147  ...  0.00540271 -1.3062055
  2.9894638 ]","[ 1.5193199   4.807514    0.7071356  ... -0.03614385 -1.1406398
  2.3045833 ]"
597,The defeat was bitter., The defeat was slightly bitter.,"[-1.0150745e+00  3.9261260e+00 -4.1280618e-01 ... -7.6485577e-04
 -1.9932684e+00  2.9342444e+00]","[ 0.43332502  2.9194918  -0.45659494 ... -0.33254024 -1.1219369
  1.7919332 ]"
598,The loss was disappointing., The loss was very disappointing.,"[-1.2414894   2.1092439   1.2806292  ... -0.93429834 -1.3219602
  2.4036574 ]","[-1.3787212   2.1061938   1.4368166  ... -1.3117838  -0.6657081
  0.87816787]"
599,The setback was temporary., The setback was surprisingly temporary.,[0.2116225  2.5035698  0.6786498  ... 0.8355583  0.938021   0.63932735],"[ 0.74483424  0.25202715  0.9394126  ...  0.19564803  1.6697224
 -0.27957258]"
600,The progress was slow., The progress was slightly slow.,"[-0.06739588  0.5986973   2.7047992  ... -0.36754507 -0.7358029
  2.343204  ]","[ 0.5564218  -1.3384458   2.2732267  ... -0.2907687  -0.92711663
  1.8216457 ]"
601,The development was rapid., The development was extremely rapid.,"[ 0.2566218  -0.68685776  1.1364877  ... -0.9071744  -0.55381334
  1.8924391 ]","[ 0.2603741  -0.5023323   0.950731   ... -0.07791845 -0.5120353
  1.5779248 ]"
602,The growth was substantial., The growth was very substantial.,"[-0.1547307  -0.35773236  2.6460776  ... -0.7444062  -0.42395544
  2.0505376 ]","[ 0.01503839 -0.71360666  2.7230465  ... -0.8219392  -0.28394166
  1.8892361 ]"
603,The improvement was noticeable., The improvement was extremely noticeable.,"[ 1.71901     0.27540725  1.5196693  ... -0.60878605 -0.24849649
  0.28096503]","[ 2.1172056   0.85141516  1.0310227  ... -0.65343326  0.35299793
 -0.32750425]"
604,The change was dramatic., The change was very dramatic.,"[-0.05091244  0.5167633   1.6665878  ...  0.6423637  -1.6313215
  0.6393937 ]","[-0.04780878  0.5746099   1.4905891  ...  0.74611664 -1.2538761
  0.42625353]"
605,The transformation was complete., The transformation was remarkably complete.,"[-0.35165757  2.3225956   0.52877676 ... -0.04855732  0.0512701
  1.1726819 ]","[ 0.19831163  0.61505467  0.01817366 ... -1.0857034   0.7189967
  0.404282  ]"
606,The evolution was gradual., The evolution was slightly gradual.,"[ 0.747893   -1.1768961   2.9927936  ... -0.83447534 -0.8512393
  1.5568879 ]","[ 0.88552713 -2.0200598   3.2903817  ... -0.6725448  -0.54801947
  0.76647615]"
607,The revolution was swift., The revolution was extremely swift.,[ 1.8698477  4.6368513  2.029744  ... -0.9471245 -1.1964945  1.8531488],[ 2.3722847  4.8007727  2.2482054 ... -0.3189623 -1.165855   1.8320465]
608,The innovation was revolutionary., The innovation was very revolutionary.,"[ 0.5831549   4.23577     1.33055    ... -1.1734654  -0.9068384
  0.45717773]","[ 0.5207012   3.2245061   1.320422   ... -1.7288688  -1.0997504
  0.00841275]"
609,The technology was advanced., The technology was extremely advanced.,"[-0.40146464  4.389049    2.1763241  ... -1.3692993  -1.9857346
  1.9352576 ]","[-0.41929725  4.9708886   1.9173731  ... -1.4002739  -1.8253676
  1.2699248 ]"
610,The system was efficient., The system was very efficient.,[ 2.1449692  4.269966   1.97315   ... -0.4719278 -1.8536431  2.0614736],"[ 1.9411587   3.546613    2.1429207  ... -0.67052644 -1.6827952
  1.9891367 ]"
611,The process was streamlined., The process was extremely streamlined.,"[ 1.9610808   1.786594    1.0606081  ... -0.8420566  -0.10839262
  2.0633337 ]","[ 2.8886337   1.7176033   0.9834177  ... -0.27956268  0.23635761
  1.6849284 ]"
612,The method was effective., The method was very effective.,"[ 2.458434    5.804935    1.1534634  ... -1.1543791   0.11797645
  2.3396585 ]","[ 2.5744872   5.212806    1.1687428  ... -0.88839525  0.06573113
  1.8694788 ]"
613,The technique was precise., The technique was extremely precise.,[ 0.5824301  3.9184794  1.4290543 ... -0.7302226 -1.0248271  1.8969616],"[ 0.45150802  4.4657373   0.93105286 ... -0.7624881  -0.35939565
  1.707859  ]"
614,The result was expected., The result was somewhat expected.,"[ 0.19437155  3.3758442  -0.33501858 ... -0.8051893   0.5703166
  3.3665664 ]","[ 0.10924911  1.7188444  -0.71484715 ... -0.7795666   0.75640035
  1.796429  ]"
615,The outcome was unexpected., The outcome was very unexpected.,"[-0.03395126  2.9461484   0.38000852 ... -1.0949738   0.9933332
  2.8232298 ]","[ 0.28030452  3.4956944   0.5357774  ... -1.4655532   0.9830765
  1.9015703 ]"
616,The impact was significant., The impact was extremely significant.,"[-0.4460349   5.275222    1.1604131  ...  0.40686402 -0.84119684
  0.43256012]","[-1.5751322e-03  4.9148974e+00  9.9447417e-01 ...  2.9495308e-01
 -2.5665045e-02 -3.0515984e-01]"
617,The consequence was severe., The consequence was very severe.,"[-1.674091    5.99626     1.0504166  ...  0.22622588  1.3565352
  1.6472085 ]","[-1.980359    5.2730517   0.1592428  ...  0.56740814  1.4976631
  0.75978947]"
618,The effect was minimal., The effect was slightly minimal.,"[ 1.5975847   4.060419    1.619463   ... -0.05467015 -0.91274434
  0.41703033]","[ 2.0498745   2.37192     1.6810174  ... -0.53590304 -0.48193058
 -1.0514152 ]"
619,The influence was considerable., The influence was very considerable.,"[-0.11027394  4.4212236   0.83709276 ...  0.6167045   0.3478017
  0.364103  ]","[ 0.25887743  3.7735183   0.83141804 ...  1.0508846   0.27479255
 -0.34924415]"
620,The power was immense., The power was extremely immense.,"[-1.0801245   6.845805    1.6148179  ... -0.7813158  -1.9954059
 -0.19775216]","[-0.80269337  7.0892053   1.551786   ... -0.8318115  -1.1423682
 -0.7970268 ]"
621,The authority was absolute., The authority was very absolute.,"[ 0.57486457  4.4718175   2.3992162  ... -1.0657718   1.8106613
  2.293453  ]",[ 1.1263849  4.1627717  2.1748254 ... -1.0960238  1.8752066  1.7540855]
622,The control was tight., The control was extremely tight.,"[ 0.6104854   2.002771    1.0010698  ... -0.44334406 -0.1077292
  1.6127288 ]","[ 0.6762572   2.881376    0.88381815 ... -0.32867956  0.4064723
  0.9106727 ]"
623,The freedom was limited., The freedom was slightly limited.,"[-0.30556348  3.8090491   2.3166785  ...  0.18966857  0.977126
  0.31332588]","[-0.14119478  2.351291    1.8132014  ... -0.24163795  0.95227975
 -0.6381583 ]"
624,The liberty was cherished., The liberty was very cherished.,"[-1.8273656   6.609025   -0.28327328 ... -1.3886465   0.03158426
  0.30261374]","[-1.0303469   5.919934   -0.02916901 ... -0.76426226  0.7243829
  0.04878722]"
625,The independence was valued., The independence was extremely valued.,[ 1.1360488  4.712268   1.252485  ... -1.3603982 -0.3445282  1.4308536],[ 1.46144    4.113255   1.0190417 ... -1.4471225  1.0124329  1.2255222]
626,The weather was cold., The weather was extremely cold.,"[ 0.19919622 -1.1348888  -0.6008193  ... -2.2882948  -2.7430081
  2.352984  ]","[-0.42170826 -0.85401636 -0.43963227 ... -2.212431   -1.7317444
  2.6370964 ]"
627,The day was sunny., The day was remarkably sunny.,"[ 0.55372113 -2.600028    1.4750934  ...  0.33983508 -0.6515416
  1.6075512 ]","[ 1.0018739  -3.3226044   1.401898   ... -0.01176471 -0.2561246
  2.037107  ]"
628,The night was dark., The night was very dark.,"[-0.23241028 -1.4409134   1.8754418  ...  0.04792137 -1.1157191
 -0.6070586 ]","[-0.12687857 -2.6204395   2.0442526  ...  0.5400177  -1.2181474
 -0.32725784]"
629,The sky was clear., The sky was exceptionally clear.,"[ 0.19939634 -1.5987227   3.6063328  ... -1.9257176  -3.7153084
  1.5625635 ]","[-0.30639377 -2.0003989   3.326477   ... -1.7641649  -3.997915
  0.79619867]"
630,The air was fresh., The air was incredibly fresh.,"[ 2.645719    1.8146598   1.3768425  ... -0.2997545  -2.8522272
  0.91080296]","[ 2.0582638   2.4730175   1.651464   ... -0.21676743 -2.1485345
 -0.30333945]"
631,The wind was strong., The wind was extremely strong.,"[ 1.4840207   1.6877352   0.98011285 ... -0.6462668  -0.46761298
 -0.27564573]","[ 1.412633    1.4385647   0.52824646 ... -0.72226    -0.20493408
 -0.6698198 ]"
632,The rain was light., The rain was surprisingly light.,"[ 2.3544436   0.19578071  2.3225513  ... -0.7634463  -3.7119288
  0.50415456]","[ 2.522986   -0.5020036   2.3925464  ... -0.82532454 -2.8117206
 -0.01317847]"
633,The snow was heavy., The snow was incredibly heavy.,"[ 0.10110136 -0.9585479  -1.2814379  ... -2.7447412  -0.16562323
  0.33925617]","[-0.3288842  -1.2260082  -1.3626484  ... -2.7533815   0.6128452
  0.27816865]"
634,The storm was fierce., The storm was extremely fierce.,"[-0.73492646  1.7622993   1.7531399  ...  0.6929823  -2.6551652
  1.2101948 ]","[-1.512206    2.4721022   2.0197828  ... -0.09634817 -2.0756547
  0.8931666 ]"
635,The hurricane was devastating., The hurricane was incredibly devastating.,"[-0.06986006  2.965281    2.2972388  ... -0.8607397  -0.89984894
  0.15339437]","[-0.7960765   3.4301322   1.7717767  ... -1.0557013  -0.9096877
 -0.00756792]"
636,The earthquake was powerful., The earthquake was extremely powerful.,[-4.4251666  4.3037786  4.6557302 ... -1.8753023 -1.6071965  0.612535 ],[-5.311019   4.227321   4.1464615 ... -2.0436566 -1.2717079  1.1949964]
637,The tsunami was catastrophic., The tsunami was incredibly catastrophic.,[-3.504921   5.97466    2.5680995 ... -0.3941748 -1.5965037  0.9205961],"[-3.4749317   5.4935265   2.518653   ... -0.69928956 -1.1772856
  0.48362556]"
638,The volcano was erupting., The volcano was violently erupting.,[-4.127047   2.3351924  3.276064  ... -2.0819438 -4.3586946  2.8826742],[-4.071766   3.4471478  3.148979  ... -2.4236448 -2.7413325  2.3672683]
639,The lava was flowing., The lava was rapidly flowing.,[-3.3758953  2.6564946  3.0633621 ... -2.0481353 -4.034308   2.6365218],[-2.940731   4.0426984  2.9490082 ... -2.2548459 -3.2775762  2.3886921]
640,The ash was falling., The ash was heavily falling.,[-1.209522   2.3314967  0.9790923 ... -1.1000762 -1.576864   2.246839 ],"[-1.7782363   3.281454    2.805828   ... -0.79318064 -1.9031984
  2.3824527 ]"
641,The forest fire was raging., The forest fire was uncontrollably raging.,"[-1.8324814   0.97914964  1.3076117  ... -1.0201907  -3.694957
  1.1348177 ]","[-1.1456474   3.071226   -0.73836255 ... -0.464571   -2.9422965
 -0.61930156]"
642,The drought was severe., The drought was extremely severe.,"[-1.6952645  -0.06531914  3.112384   ... -0.7115324  -1.6708727
  4.916931  ]","[-1.7578917  -0.01578105  3.1961966  ... -0.46991125 -0.6559669
  4.4905906 ]"
643,The flood was devastating., The flood was incredibly devastating.,[-1.4218632  3.3897343  0.6279806 ...  1.3247246 -2.1059477 -0.2710452],"[-2.1658442   3.7499497   0.6923037  ...  1.2046586  -2.1285756
 -0.46108946]"
