,Sentence1,Sentence2,Sentence1_embedding,Sentence2_embedding
509,The experience was positive., The experience was negative.,[ 1.7190673  1.4556242  1.6525921 ... -1.6863775  0.6168125  1.6005001],"[ 0.42734748  1.8574654   1.5647676  ... -1.2955309   1.1940016
  1.5007129 ]"
510,The feeling is pleasant., The feeling is unpleasant.,"[ 0.21660247  1.4846842   1.3776836  ... -0.45638865  0.72244626
  1.1623454 ]","[-0.87641764  2.23103     2.2449846  ... -0.04389378  0.34311032
  1.3050272 ]"
511,The emotion is joyful., The emotion is sorrowful.,"[-0.41569573  4.929028    3.8785496  ... -1.4515157  -0.46806335
  2.6415584 ]",[ 0.3492168  4.069366   3.9566576 ... -2.058029   0.7110445  2.9179718]
512,The mood is upbeat., The mood is downcast.,"[ 2.0835524  -3.619775    1.3857365  ... -0.8129958  -1.447292
  0.78280765]","[ 2.2580369  -2.0064733   2.3529594  ... -1.2345003  -0.807879
  0.29104525]"
513,The outlook is bright., The outlook is bleak.,"[ 0.14535744 -1.7281564   3.2632103  ... -1.592849   -0.25155467
  2.567867  ]","[-0.73970455 -1.816379    2.3081324  ... -1.2926326   0.6127545
  3.4035773 ]"
514,The prospects are promising., The prospects are grim.,"[-0.48768258  0.4176217   2.3435726  ... -0.3230411  -0.49884313
  2.419331  ]","[-0.6417753   0.5492243   2.0348537  ... -0.7690868   0.70506775
  2.8437572 ]"
515,The future is secure., The future is uncertain.,"[-0.51135194  3.9504387   2.269156   ... -0.44786936  1.4277316
  1.7703426 ]","[-2.5252087   3.2127736   2.536549   ... -0.53891975 -0.9876944
  1.6646862 ]"
516,The opportunity is valuable., The opportunity is wasted.,"[-1.2086369   5.727193    3.4205112  ...  0.67854494 -0.76130736
  0.05511469]","[-0.02406287  6.39284     2.7303855  ...  1.0485656   1.0253824
 -0.3429496 ]"
517,The potential is immense., The potential is limited.,"[ 0.12836519  5.936185    2.0986319  ...  0.8997364  -1.704737
  0.6736196 ]","[ 1.9058018   4.3388977   1.9386679  ...  0.09511763 -1.7896343
  0.833405  ]"
518,The capacity is high., The capacity is low.,"[-0.86914     2.9560852   1.3718302  ... -0.06135328 -2.6668038
  1.9503847 ]","[-0.82246226  3.7601504   1.322696   ...  0.4988838  -3.6726556
  2.2522004 ]"
519,The capability is strong., The capability is weak.,"[ 0.08963518  3.991996    0.63053244 ... -0.15458825 -0.99336797
  1.7195387 ]","[ 0.7616005   3.8480973   0.3670979  ... -0.1603255   0.08246858
  2.1609101 ]"
520,The performance is excellent., The performance is poor.,"[-0.72321755  0.74819607 -0.12108135 ... -0.80958664 -1.2918041
  2.5287492 ]","[-0.61698514  1.6602538   0.6707951  ... -1.8488083  -0.3840455
  1.4653136 ]"
521,The productivity is high., The productivity is low.,"[ 0.8241663   2.369223    1.9969505  ... -0.72634757  0.5594649
  0.47119665]","[ 1.2970805   2.5439367   2.1000817  ... -0.91196615  0.6583339
  0.33538646]"
522,The efficiency is excellent., The efficiency is poor.,"[ 2.0568023   3.9946887   2.3233578  ... -1.2922437  -0.42142352
  0.44786042]","[ 1.6496699   3.676775    2.83388    ... -1.5856872  -0.43432122
  0.37310132]"
523,The effectiveness is high., The effectiveness is low.,"[ 1.2915106   4.8919964   2.096617   ... -1.1553673   0.3244683
  0.07497218]",[ 1.7929058  4.2835765  2.428233  ... -1.5961583  0.4437639 -0.7243252]
524,The quality is superior., The quality is inferior.,"[-1.0479759   3.6611018   0.7655091  ... -0.5358927  -0.17229362
  1.9927841 ]","[-1.4297692   3.4209638   1.6275246  ... -0.27113396 -0.7467645
  1.3496597 ]"
525,The standard is high., The standard is low.,"[-0.61392164  2.5986238   1.6171074  ... -0.29783648 -1.2939583
  2.33633   ]","[-0.7390361   2.8992734   1.500061   ... -0.49013814 -0.40920573
  1.7885793 ]"
526,The level is acceptable., The level is unacceptable.,[-0.7317634  1.8535016  1.842067  ...  0.8904494 -0.8643459  2.650641 ],[-1.2473761  2.638294   1.4623854 ...  0.2632158 -0.9464386  2.8678741]
527,The amount is sufficient., The amount is insufficient.,"[ 0.567001    4.8275747   2.2849693  ...  0.03934789 -1.2377193
  2.593277  ]","[-0.4774472   5.8704095   2.3806775  ... -0.68155533 -1.7721045
  2.527281  ]"
528,The quantity is adequate., The quantity is inadequate.,"[-1.3696436   4.233492    1.2126843  ... -0.19589508 -2.5123138
  2.4044013 ]","[-1.4308844   4.9480453   1.1009998  ... -0.69509584 -2.1012948
  2.4567103 ]"
529,The supply is plentiful., The supply is scarce.,"[-0.28629893  4.2204885   1.3774965  ... -0.8786513  -2.0615342
  0.5756061 ]","[-0.49491668  5.518771    0.92988884 ... -0.16864125 -1.9604795
  1.1902995 ]"
530,The demand is high., The demand is low.,"[-2.2904778   2.3223011  -0.51763445 ... -0.16385362 -1.243476
  2.3144703 ]","[-0.60134137  3.6950843  -0.14581099 ... -0.46471772 -0.08104585
  1.9053657 ]"
531,The price is reasonable., The price is exorbitant.,[ 1.752898   4.26798    1.7710317 ... -0.695796  -1.8056018  2.1011226],"[ 0.52131736  3.8861582   2.5137866  ... -0.07856414 -2.0310376
  0.8829683 ]"
532,The cost is manageable., The cost is prohibitive.,"[ 1.2209141   1.9845966   2.3155923  ... -0.00361757 -2.0021343
  2.5692554 ]",[ 1.2133107  3.994666   2.6816425 ... -0.8225233 -1.454404   1.2775326]
533,The value is high., The value is low.,"[-0.9072893   4.940822    2.0731804  ...  0.60256433 -0.8028246
  2.5773132 ]","[-0.8360674   4.3599043   1.156326   ... -0.30258518  0.15404359
  0.88784695]"
534,The benefit is substantial., The benefit is negligible.,[1.0911243 4.890195  1.481059  ... 0.783448  2.2497373 1.5858017],[2.3987236  4.1237803  1.3340435  ... 0.23278908 2.8383298  1.448447  ]
535,The reward is significant., The reward is insignificant.,"[ 0.72900957  5.697452    1.9732668  ... -0.26905     0.6813489
  1.9562805 ]",[ 3.2144725  6.6107407  2.2826223 ... -1.0527732  2.327394   1.6247184]
536,The impact is positive., The impact is negative.,"[ 0.57671005  4.861627    1.8683532  ...  0.4003386  -0.10792317
  0.7872576 ]","[-0.06598575  3.7895665   1.857531   ...  0.18656425  0.43689793
  1.1525478 ]"
537,The consequence is beneficial., The consequence is detrimental.,"[-0.4253737   5.283786    0.8533732  ... -0.21881004  2.3043642
  1.1739923 ]","[-1.3464679   4.8414254   0.837644   ...  0.16646133  2.5115967
  1.1801964 ]"
538,The effect is profound., The effect is minimal.,"[-0.01704211  4.2455444   1.4560001  ...  0.53993493 -1.4701693
  0.6061157 ]","[ 1.4224375   3.4934673   1.5114992  ... -0.33940956 -0.56305134
  0.9036808 ]"
539,The outcome is successful., The outcome is unsuccessful.,"[ 0.38452402  4.7971616   0.7491563  ... -1.0808167   1.2140402
  3.1659365 ]","[-0.3364443   4.252672    0.14666602 ... -1.4558544   2.1277375
  2.6089282 ]"
540,The review was positive., The review was negative.,"[ 3.3470569  -0.14837866  0.688317   ... -1.2277832   1.5757015
  1.2340266 ]","[ 2.0478292  -0.22430392  0.820438   ... -1.1164554   2.0032384
  0.9342955 ]"
541,The feedback was constructive., The feedback was critical.,"[ 0.68038523  3.4940305   0.8265489  ... -1.2620668   0.9900753
 -0.21643741]","[ 0.02894113  4.3276377   0.01920934 ... -1.0604296   1.2238997
  0.9816457 ]"
542,The comment was helpful., The comment was unhelpful.,[ 1.034771   2.1211987  1.6981348 ... -1.4721371  2.9407768  0.2601656],"[ 0.10436691  1.3984073   1.9018203  ...  0.02307887  3.3920135
 -0.40098134]"
543,The suggestion was valuable., The suggestion was worthless.,"[ 2.1248825   3.1226497   1.2624543  ... -0.09090009  1.9913695
 -0.03681066]",[2.5876467  3.7027252  1.4677305  ... 0.03304582 3.927728   0.46207523]
544,The advice was sound., The advice was poor.,[-1.3142154  4.3777566  1.1947432 ... -1.1925747  2.3383577  1.9218677],[-1.1122323  4.101327   1.3264015 ... -1.6111902  3.5906997  2.8537724]
545,The recommendation was excellent., The recommendation was terrible.,[ 0.5959087  2.5759745  0.5829475 ... -1.1565759  3.911649   2.5458713],"[-0.20332146  3.079294    1.0416358  ... -0.9626521   4.2733736
  2.793325  ]"
546,The response was prompt., The response was delayed.,"[ 1.2936116   4.7095194   1.1775215  ... -1.4840515  -0.26136443
  0.52292645]",[-1.4820526  4.1097155  1.9459766 ... -1.5814302  1.0469027  2.0570595]
547,The reaction was favorable., The reaction was unfavorable.,"[ 2.047238    5.955838    0.8279958  ... -0.19010985 -0.28628168
  2.9534028 ]","[ 2.1584134   5.5059314   1.3162683  ... -0.07852626 -1.5999312
  2.3998454 ]"
548,The interaction was positive., The interaction was negative.,[ 3.0461164  2.0743918  1.9988644 ... -1.8589655  0.1350009  0.9117441],"[ 2.9166849   1.7901423   1.9676472  ... -1.3064421   1.5319607
  0.53579056]"
549,The communication was clear., The communication was unclear.,"[ 1.6715567   4.5650625   2.5320785  ... -2.152258   -0.45283207
  0.5969219 ]",[ 0.84795    4.143753   2.7673163 ... -2.2975495 -1.0187149  0.7901097]
550,The collaboration was effective., The collaboration was ineffective.,"[ 1.9364456   0.73448354  1.4302638  ... -1.8800118  -0.14584021
  1.1453974 ]","[ 2.071486    1.2428044   1.8277454  ... -1.3962024   0.53413844
  1.0166485 ]"
551,The teamwork was excellent., The teamwork was poor.,"[ 2.7546411e+00  2.5873899e-03  1.7262634e+00 ... -2.9302821e+00
  2.0668077e-01  1.3603836e+00]","[ 1.7855085  -0.09767804  2.1779215  ... -3.0342362   0.13758679
  1.6585562 ]"
552,The leadership was strong., The leadership was weak.,"[-1.3080393   3.008913    1.9057287  ... -0.44984403 -1.2454586
  1.4754605 ]","[-0.44679278  2.796992    1.6837431  ... -0.3955825  -0.21840815
  1.4474684 ]"
553,The management was efficient., The management was inefficient.,[ 2.859287   0.3608621  2.3074522 ... -2.5923235 -1.5020041  0.7445468],[ 1.0370033  1.2467763  1.5545961 ... -1.7853973 -0.4932012  0.967049 ]
554,The organization was well-structured., The organization was disorganized.,"[ 2.477898    0.20896395  2.8902185  ... -0.8440895  -2.1293263
  1.0285946 ]",[ 2.6173415  1.3286452  2.672516  ... -1.4424933 -1.3556176  0.5027966]
555,The team was highly productive., The team was unproductive.,[ 1.7834743  0.4129599  1.7023185 ... -2.2942913 -1.7100481  3.1879559],"[ 2.0095403   0.33567747  0.53123194 ... -1.4560385  -0.865726
  3.5202696 ]"
556,The employees were motivated., The employees were demotivated.,[ 2.612754   3.8115735  2.0509143 ... -1.5428574 -0.9707298  2.2527494],"[ 3.7851548   2.33527     3.1335666  ... -1.111323    0.39097676
  0.9391199 ]"
557,The morale was high., The morale was low.,[ 2.0995908  1.2260067  2.223444  ... -1.9153855 -2.0687065  1.0405042],[ 1.7457111  2.1447392  1.8908222 ... -2.001859  -1.5349318  0.8592965]
558,The atmosphere was positive., The atmosphere was negative.,"[ 1.7139397  -0.14600393  2.067807   ... -0.5913679  -1.0656582
  1.1706883 ]","[ 0.41243538  2.0703044   1.8141426  ... -0.7441958  -1.217183
  0.8774931 ]"
559,The environment was supportive., The environment was hostile.,"[ 1.9805095   1.3391175   3.1016216  ... -2.0068772  -0.06285377
  1.4213357 ]","[ 1.0178642   2.5675282   3.0620675  ... -0.47104305 -0.90645105
  1.2350752 ]"
560,The culture was inclusive., The culture was exclusive.,"[ 0.77798426  0.8299397   3.1488423  ... -0.8667633   0.14989772
  1.4804475 ]","[ 0.36175     0.3353808   3.1851563  ... -0.15585804  1.9963146
  0.613375  ]"
561,The relationship was strong., The relationship was weak.,"[ 3.0100942   1.4126326   1.4376564  ... -1.1873372   0.24745062
  2.1404622 ]",[ 3.5321915  0.567207   1.2534374 ... -1.5481158  1.4211615  2.0810204]
562,The bond was close., The bond was distant.,"[-0.01953419  2.9583204   3.2317739  ... -1.3909495   0.496411
  4.0057054 ]","[ 0.01467671  3.0453932   2.8339527  ... -1.0054221   0.68615276
  2.0781198 ]"
563,The connection was deep., The connection was superficial.,[ 1.4566412  3.574313   3.876458  ...  0.122615  -1.9491899  1.6639646],"[ 2.2815633   3.019908    4.6124554  ...  0.09495722 -0.17590976
  0.70836544]"
564,The meeting was productive., The meeting was unproductive.,"[ 2.395286   -1.5465305   0.51931775 ... -1.3485132   1.2803476
  1.5947721 ]","[ 2.4283416  -1.5953814  -0.5625244  ...  0.11881093  1.3108137
  2.0485723 ]"
565,The negotiation was successful., The negotiation was unsuccessful.,"[ 2.8949676   3.3205047   1.0399914  ... -0.53794175  1.0103623
  3.0260317 ]","[ 1.3139465   3.6022751   0.94566023 ... -0.40854794  1.1866081
  2.6348772 ]"
566,The agreement was reached easily., The agreement was difficult to reach.,"[ 4.377487    1.7756848  -0.09352168 ... -2.4349697   1.1817806
  2.6611643 ]","[ 0.65814275  3.7321756   0.7118574  ... -0.95122796  1.3173517
  3.5533347 ]"
567,The compromise was satisfactory., The compromise was unsatisfactory.,"[ 1.368271    3.5335917   0.00536752 ... -0.3119005   2.5140402
  2.3799176 ]","[ 1.8944117   3.6379411   0.03491228 ... -0.5871957   1.6732191
  3.1131053 ]"
568,The solution was effective., The solution was ineffective.,"[ 2.0069227   6.18171     0.44827175 ... -0.57665175 -0.39024225
  0.5911368 ]","[ 2.3243625   5.6780815   0.50993377 ... -0.20052394  0.30375743
  0.47083917]"
569,The resolution was fair., The resolution was unfair.,"[-0.55683434  2.7794871  -0.63986266 ... -0.5520679   0.967718
  1.9725176 ]","[-1.4669936   2.7568095  -0.7234052  ... -0.7429706   0.22751538
  1.8602183 ]"
570,The decision was wise., The decision was unwise.,[0.05660319 4.758694   0.44530973 ... 0.20847623 2.9847271  2.9063172 ],"[-0.46279237  5.1005526   0.3526171  ... -0.39433086  2.1637108
  3.78057   ]"
571,The choice was excellent., The choice was poor.,"[-1.2785007   1.6107237   0.5598142  ...  0.01583165  1.4624411
  1.9537966 ]","[-2.032062    2.6269414   1.129494   ...  0.11641534  2.2069333
  1.5594774 ]"
572,The selection was appropriate., The selection was inappropriate.,[0.79890615 0.85299414 0.5790843  ... 0.65212333 1.0086011  1.7164538 ],[0.6562964  2.1532924  1.1368265  ... 0.11206086 1.5737219  1.157201  ]
573,The judgment was sound., The judgment was unsound.,"[-0.47801647  2.2642894   0.14594325 ... -1.0530025   1.4806874
  2.765574  ]","[-0.5894182   1.8683081   0.5088313  ... -0.15772669  2.0449078
  3.0374296 ]"
574,The assessment was accurate., The assessment was inaccurate.,[ 2.0431638  1.5462719  0.5975139 ... -1.7065471 -0.2951785  1.7991409],"[ 1.1280361   1.8420241   0.39192083 ... -1.8110743  -0.77863365
  1.5920552 ]"
575,The evaluation was positive., The evaluation was negative.,[ 3.5028527  1.1755495  1.684454  ... -2.326936   0.4243965  1.5594794],[ 2.169595   1.9701477  1.5404793 ... -2.4827125  0.8673285  1.3726541]
576,The appraisal was favorable., The appraisal was unfavorable.,"[ 1.6617186   1.019651    2.3703065  ... -2.5774496   0.809309
 -0.14802033]","[-0.43050542  1.4414489   2.2692828  ... -2.2505345   0.19550495
 -0.36062747]"
577,The critique was constructive., The critique was destructive.,"[ 1.6121728   1.563829   -0.07105756 ... -1.757571    1.4322768
  0.9118764 ]","[ 1.2458189   1.9756792   0.11158578 ... -0.89341336  1.6080363
  1.1445158 ]"
578,The criticism was helpful., The criticism was hurtful.,"[ 0.40000406  3.342841   -0.33259806 ... -1.0936329   0.8685628
  2.3557417 ]","[-0.92266434  4.7803392   0.08214285 ... -0.76929694  0.77040476
  1.7008916 ]"
579,The feedback was encouraging., The feedback was discouraging.,"[ 0.67054665  3.4335694   1.041268   ... -1.2857637   0.77052677
  0.54175246]","[ 1.7872238   2.582905    1.3749696  ... -2.164877    1.8630528
 -0.59838474]"
580,The response was enthusiastic., The response was unenthusiastic.,"[ 0.48588333  3.2072823   0.81038725 ... -1.1162708   0.54647624
  1.1356294 ]","[ 0.7782054   2.2357197   0.66513175 ... -0.8941781   1.176209
  0.39301366]"
581,The reaction was positive., The reaction was negative.,"[ 1.0866314   5.7910433   1.2337162  ... -0.17536442 -1.4116571
  2.509936  ]","[ 1.6488682   5.540948    1.0420706  ... -0.58474714 -2.2022457
  2.1545181 ]"
582,The impact was significant., The impact was negligible.,"[-0.4460349   5.275222    1.1604131  ...  0.40686402 -0.84119684
  0.43256012]","[ 1.2627132   3.3661995   1.8055639  ... -0.15745044  0.36894807
  0.9651977 ]"
583,The effect was profound., The effect was minimal.,"[ 0.42238778  5.001044    1.4621705  ...  0.5150771  -1.311423
 -0.05015158]","[ 2.131957    3.3826058   1.6446779  ... -0.5424525  -0.24983373
  0.35377494]"
584,The consequence was beneficial., The consequence was detrimental.,[ 0.3766325  6.251853   0.7414355 ... -0.5133771  2.8082128  1.0626447],"[-0.79815006  5.043299    0.6137398  ...  0.0088761   2.6406147
  1.1286132 ]"
585,The outcome was successful., The outcome was unsuccessful.,"[ 0.3826617   4.476111    0.29481044 ... -1.3468125   1.4290037
  2.9320292 ]","[-0.04528882  4.792899    0.19753142 ... -1.5454309   1.7866532
  2.0314572 ]"
586,The result was favorable., The result was unfavorable.,[ 2.0182042  3.9256394  0.7034961 ... -1.11571    1.9445698  2.7921758],"[-0.36402822  3.9592674   0.34245607 ... -1.1387848   1.6242863
  3.0307088 ]"
587,The achievement was significant., The achievement was insignificant.,"[ 1.5205702   3.617598    0.4196797  ... -0.64838064 -0.3175138
  1.924769  ]","[ 3.947848    2.8898451   1.1555305  ... -0.75211686  1.3494343
  1.5137734 ]"
588,The accomplishment was remarkable., The accomplishment was unremarkable.,"[ 0.908198    3.6853778   0.47124872 ... -0.84961045 -0.02349253
  2.3982022 ]","[ 2.6759822   1.8255419  -0.01346152 ... -0.24064963  0.4899251
  1.7012044 ]"
589,The progress was substantial., The progress was minimal.,"[ 0.9347373   1.1770456   1.8994316  ... -0.9516401   0.11142077
  1.1249526 ]","[ 1.9921858   0.35082585  2.3503647  ... -0.39454255  0.14913902
  1.7824548 ]"
590,The development was positive., The development was negative.,"[ 1.5211523  -0.68839574  1.6873493  ... -0.6455619  -0.11405087
  1.4599427 ]","[ 0.8718952   0.04720135  1.8275772  ... -0.11441238  0.1988028
  1.4517775 ]"
591,The growth was impressive., The growth was disappointing.,"[-1.0720730e-03 -5.4262817e-01  2.4144926e+00 ... -6.4716417e-01
 -3.6812487e-01  2.1100757e+00]","[ 0.89922255 -1.0275896   2.059444   ... -0.43640375  0.14675617
  2.3486302 ]"
592,The decline was gradual., The decline was precipitous.,"[ 1.5529209  -2.5798738   0.8541047  ... -0.21703577  0.52235955
  2.7017171 ]",[ 1.1621134 -1.0223236  0.5067648 ... -0.6516939  0.5908727  2.1459854]
593,The increase was significant., The increase was insignificant.,"[ 1.2427528   0.309172    0.9219478  ... -0.40736294  0.1677599
  2.7448754 ]","[ 2.6599429   0.6233164   0.7455876  ... -0.04471738  0.7399902
  2.1946816 ]"
594,The decrease was substantial., The decrease was negligible.,"[ 1.3189057e+00 -7.2833949e-01 -2.3436546e-04 ... -6.5055358e-01
  4.3741980e-01  2.1460776e+00]","[ 2.8052053   0.08058283  0.15215285 ... -0.59602165  0.74151784
  2.109043  ]"
595,The improvement was remarkable., The improvement was minimal.,"[ 1.8437716   1.2329216   1.50865    ... -0.68997806  0.26287645
  0.73556495]","[ 2.428398    0.5292669   1.5130718  ... -1.0174614   0.79761386
  0.45030603]"
596,The innovation was groundbreaking., The innovation was insignificant.,"[ 0.27640876  3.712194    1.0641456  ... -1.2239246  -1.3296648
  0.4133986 ]","[ 2.38468     2.5927415   1.626025   ... -1.4135242   1.1836908
 -0.30418238]"
597,The invention was revolutionary., The invention was useless.,"[ 2.065635    4.591905    1.4788816  ... -1.7181866   0.6358429
 -0.45057434]",[ 3.053681   3.8083954  0.9281572 ... -1.1288215  3.165578  -0.5348486]
598,The discovery was important., The discovery was unimportant.,"[ 0.4353431   3.6495705   1.0626959  ... -1.4732995   1.0368879
  0.72609496]","[ 1.5919913   3.1318252   0.7471656  ... -1.1975098   1.3808633
  0.94619864]"
599,The contribution was valuable., The contribution was worthless.,"[ 0.785566    3.341252    0.75737727 ... -0.9207145   1.4243593
  0.10397871]",[ 1.846914   3.601197   1.2473068 ... -0.5158949  3.3759308  0.5513791]
600,The effort was appreciated., The effort was unappreciated.,[ 1.3312366  4.8777304  1.0935129 ... -1.078517  -0.7988048  0.4319771],[ 2.209539   4.7836576  1.5520633 ... -1.6923413  0.2418384 -1.1794671]
601,The work was excellent., The work was poor.,"[ 0.17547937  1.1665771   0.83007276 ... -0.34834415  0.5736657
  1.9556997 ]","[ 0.25264686  0.42813244  2.1303902  ... -0.0768256   1.0905464
  1.9156191 ]"
602,The quality was high., The quality was low.,"[-1.4487219   2.2311864   1.2458442  ... -0.6080574  -0.47975627
  2.0405228 ]","[-1.9330727   2.272079    1.6403106  ... -0.80936795 -0.3142944
  1.0219024 ]"
603,The trip was enjoyable., The trip was dreadful.,"[ 2.6900463  -0.33429417  2.5771298  ... -0.8840192   1.2276319
  1.7714878 ]","[ 0.8338609   0.16391775  1.8287907  ... -0.85078335  1.463744
  1.4983827 ]"
604,The vacation was relaxing., The vacation was stressful.,[ 3.105497  -2.018362   2.7833498 ... -0.8253666  4.8066964  3.3132477],"[ 0.97823346 -1.6488979   2.1293106  ... -0.86439836  2.3411648
  3.908609  ]"
605,The holiday was memorable., The holiday was forgettable.,"[ 0.3087798  -3.6929111   0.92454815 ... -0.8365818   2.1932304
  1.3733859 ]","[ 1.7620682  -4.714376    0.6045113  ... -0.98033404  3.6700523
  1.2193588 ]"
606,The journey was pleasant., The journey was arduous.,[ 2.8571522 -1.685051   2.4169793 ... -0.3431242  0.6589507  1.5071974],"[-0.26343304 -0.630381    2.9828267  ... -1.3381146  -0.6927729
  1.3845332 ]"
607,The travel experience was positive., The travel experience was negative.,"[ 3.6931708  -0.29262674  1.6889133  ... -1.9613119   1.9518169
  1.7934347 ]",[ 2.2214296 -0.4234042  1.7499834 ... -1.9135298  2.323084   1.7457362]
608,The accommodation was comfortable., The accommodation was uncomfortable.,[ 2.6425476 -3.4454033  2.7038589 ... -1.5755972 -1.963659   2.4651961],"[ 1.8570497  -3.179034    2.4903553  ... -1.1152233  -0.92282116
  2.1760159 ]"
609,The hotel was luxurious., The hotel was substandard.,[ 1.6763176 -1.9133161  2.6226017 ... -1.7617562 -2.0000262  2.9244514],[ 3.0543106 -2.534671   3.2674685 ... -0.8949856 -2.249838   2.0050743]
610,The restaurant was excellent., The restaurant was terrible.,"[ 1.6692213  -3.0347254   1.5238744  ... -0.03377445 -1.7074028
  3.2744358 ]","[ 1.3342807  -3.1080627   2.1981277  ...  0.29643527 -1.1704109
  2.9665904 ]"
611,The food was delicious., The food was awful.,"[-0.23485553  1.9371402   1.4514526  ...  0.05017326 -0.6093113
  1.4356887 ]","[-0.17071396  2.024899    2.0949686  ...  0.35502928  0.13730097
  1.0874121 ]"
612,The service was impeccable., The service was poor.,"[ 2.6372035   2.6735249   1.5240462  ... -1.3059075  -0.45687285
  0.6517998 ]","[ 1.3400445   3.3210576   2.256946   ... -1.4925504  -0.41479945
  1.3104807 ]"
613,The staff were friendly., The staff were unfriendly.,"[ 3.7542934  -0.90807945  3.1215205  ... -1.6421757  -2.4963298
  2.2117915 ]","[ 3.7452319  -0.05603216  2.7085743  ... -0.90565175 -2.1500175
  1.4103822 ]"
614,The atmosphere was welcoming., The atmosphere was hostile.,"[ 1.8208258  -0.18474826  1.9125456  ...  0.22846659 -0.9904879
  0.83230174]","[ 1.0089924   3.2290432   2.1050987  ... -0.18417744 -1.9250848
  0.9337428 ]"
615,The scenery was breathtaking., The scenery was bleak.,[-1.6832364 -3.351049   1.7672087 ... -1.0609906  0.8609411  1.4589225],"[-1.2643219  -4.7360916   1.1862476  ... -0.86288106  1.1261171
  0.334675  ]"
616,The view was spectacular., The view was disappointing.,"[-1.2020578  -2.2070365   2.3581412  ...  0.61146736 -0.4510409
  2.1983562 ]","[-0.25753474 -2.2314336   1.2721573  ...  0.26133937 -0.48020372
  1.8024578 ]"
617,The weather was perfect., The weather was terrible.,[ 1.574176  -1.8139703  1.0412184 ... -1.790406  -1.0051031  2.6777864],"[-0.49219543 -0.709142    0.03223271 ... -1.3889059  -1.9701248
  2.5526621 ]"
618,The climate was pleasant., The climate was unpleasant.,"[ 1.687952   -2.2934346   2.0799816  ... -1.555897   -0.33618736
  3.356074  ]","[ 0.2897664  -0.75653875  1.2147776  ... -0.88093644 -0.88609535
  2.3227727 ]"
619,The destination was ideal., The destination was disappointing.,"[-0.02634268  0.11126397  1.8323832  ... -0.40056008  1.8974235
  2.133185  ]","[ 0.03182291  1.335203    1.6243566  ... -1.1051619   1.9195564
  0.18255082]"
620,The experience was enriching., The experience was underwhelming.,"[-0.97275925  1.9414663   1.0086384  ... -1.9307556  -0.03627153
  0.9884272 ]","[ 0.32538748  1.0057639   1.4601613  ... -0.86245877  1.782383
  0.64533263]"
621,The adventure was thrilling., The adventure was terrifying.,"[-0.03227391  0.73490375  1.5517527  ... -0.72244626  0.25255552
  2.8054237 ]","[-0.27711612  1.1108422   1.4108645  ... -0.9987682   0.24613199
  2.310591  ]"
622,The exploration was rewarding., The exploration was frustrating.,"[ 0.7343241   0.9851674   1.5567082  ... -1.3906963   0.58566767
  0.22115473]","[ 0.77941644 -0.01255867  1.6189156  ... -0.43482572  0.09687304
  0.16008723]"
623,The discovery was exciting., The discovery was disappointing.,"[-0.5886878   3.7778249   0.91921884 ... -1.5699329   0.9742158
  1.7464367 ]","[ 0.08129208  2.598794    0.6105809  ... -1.154145    0.93516886
  1.4033413 ]"
624,The encounter was positive., The encounter was negative.,"[ 1.9573269   1.3789074   1.5214142  ... -1.5807927   0.42633206
  1.5648799 ]","[ 0.45046663  1.5070966   0.94217014 ... -1.0696154   1.2911413
  1.2288411 ]"
625,The interaction was pleasant., The interaction was unpleasant.,"[ 2.8908298   0.6062354   1.9536707  ... -1.4297688  -0.20281692
  0.73166984]",[ 2.201279   1.3318144  1.8567703 ... -0.7809275  0.4709529  1.0361907]
626,The communication was effective., The communication was ineffective.,"[ 1.9650993   5.152482    2.1282234  ... -2.4481254  -0.56181884
  0.6210017 ]","[ 1.7987566   4.57611     2.321013   ... -1.7577463  -0.12090888
  0.22444387]"
627,The relationship was strong., The relationship was strained.,"[ 3.0100942   1.4126326   1.4376564  ... -1.1873372   0.24745062
  2.1404622 ]","[ 2.645207    0.36280102  0.5604668  ... -1.18839     0.33299813
  2.611303  ]"
628,The bond was close., The bond was distant.,"[-0.01953419  2.9583204   3.2317739  ... -1.3909495   0.496411
  4.0057054 ]","[ 0.01467671  3.0453932   2.8339527  ... -1.0054221   0.68615276
  2.0781198 ]"
629,The connection was deep., The connection was superficial.,[ 1.4566412  3.574313   3.876458  ...  0.122615  -1.9491899  1.6639646],"[ 2.2815633   3.019908    4.6124554  ...  0.09495722 -0.17590976
  0.70836544]"
630,The meeting was productive., The meeting was unproductive.,"[ 2.395286   -1.5465305   0.51931775 ... -1.3485132   1.2803476
  1.5947721 ]","[ 2.4283416  -1.5953814  -0.5625244  ...  0.11881093  1.3108137
  2.0485723 ]"
631,The negotiation was successful., The negotiation was unsuccessful.,"[ 2.8949676   3.3205047   1.0399914  ... -0.53794175  1.0103623
  3.0260317 ]","[ 1.3139465   3.6022751   0.94566023 ... -0.40854794  1.1866081
  2.6348772 ]"
632,The agreement was mutually beneficial., The agreement was unfair.,[ 3.7054033  3.6152945  1.2137932 ... -2.7015522  2.2412903  1.40828  ],"[ 2.3403058   3.5218265   0.05633195 ... -2.0578523   1.6063982
  1.8412611 ]"
633,The compromise was satisfactory., The compromise was unsatisfactory.,"[ 1.368271    3.5335917   0.00536752 ... -0.3119005   2.5140402
  2.3799176 ]","[ 1.8944117   3.6379411   0.03491228 ... -0.5871957   1.6732191
  3.1131053 ]"
